O15116	Q9CQ74	P68255	Q2HJ64	J9P1X6
Q9HCN6	O35457	D3Z8D3	O77797	E2RPA3
Q5GAN3	Q61824	P62332	E1BKB1	E2RM18
Q9UGV2	A2ADY9	A0A0G2K1N8	F1N0V7	F1PEK0
A0PJZ3	G3X8P9	D3ZVT0	Q2KIG4	E2RJ35
O14593	Q9DB75	-	-	-
O94964	P97497	Q4V7D8	F1MW19	F1Q0Z0
Q6PIV2	E9Q4T4	F1LRP7	Q5E9D5	J9NTW7
Q96N11	Q9QXB9	A0A0G2K1Z9	F1N1F1	F1PZH6
Q9H6Y7	Q9ESN5	Q9QZQ5	F2Z4D5	E2RBM2
Q9UJ14	O88892	D4AC23	F1MCL6	E2R7D0
P06703	P30935	Q64319	E1BK83	F1PLC1
Q96GD3	A3KBF5	O88767	E1BDA6	F6UWF6
Q6UX40	Q8K158	B0BNF5	F1N0Y0	F1Q1V7
Q9C0K0	F6WMJ3	Q5FVC7	F1MKW2	D0F1P5
Q01970	Q8BGY6	Q5EAN7	E1BAM1	F1P971
Q6DKJ4	F6RCF6	F1LVW5	F1N184	F1PKN8
P30542	Q3UPR7	Q6P6S4	F1MEH6	F6Y507
Q8IYD2	Q61140	G3V9E7	P35833	E2QUN2
Q9Y466	Q8VBX4	-	-	-
A0A087X009	Q99K10	D4ACE1	Q0P5G2	E2QRV2
Q9GZN8	A0A0A6YX89	P18265	Q5BIN4	F1PNW4
Q06136	A1L3C1	-	-	-
Q96F05	G3X912	Q9QZC4	F1MT63	F6XB90
A0A0S2Z4Y8	P63248	Q5BK60	E1BFX2	F6XL96
Q5H9K5	O35074	-	-	-
Q92988	Q920N2	D4AB25	P01180	E2RAM1
Q38SD2	O35111	P07632	A0A140T829	E2R8G2
Q01484	Q8K440	F1M5J3	E1BPC3	A0A140T8E8
Q9Y623	Q9JLR9	P36876	P82923	F1PP80
P50336	O35218	P48004	P79126	E2R7E5
P81605	Q9CZ92	Q9JJK4	F1MZK7	F6UPU1
Q7Z3J2	F8VPZ3	M0RD54	E1BCH4	F1PNG1
Q8N2K0	Q9JJ57	Q4KM87	G3N1W5	F1P605
P61225	Q8CFN8	P29995	Q2TBI8	F1PZQ9
Q15916	Q9CR13	D3ZGX8	A4IFA6	J9NY30
Q9ULQ1	Q91W89	D4AE75	F1MMB8	E2RNC3
Q9Y2W6	Q99104	P42346	Q2KIN7	F6XI08
P02489	Q9JIG7	A1L127	Q2NKU8	E2RMK6
O00391	Q0VAV1	Q5U2P9	G3N174	F1Q182
Q9BUH8	Q8C5T8	D3ZPI8	A6QLJ8	F1PZI0
O60678	Q8VDC3	A0A0G2JSL5	A2VE76	E2RTF2
O43699	Q8BG99	Q925C0	Q2M2T6	E2RQY3
Q0VG75	E9PZ26	A0A0G2KAP1	F1N269	J9P2H1
Q6P3V2	Q1EHW4	Q4KLZ7	P35705	F1PF42
P29122	Q8VCX5	O35049	E1BPQ2	J9NW15
Q5TAX3	Q8C7U1	-	-	-
Q96I51	A2AEG2	A0A0G2K719	Q9BH11	F6V7Z7
Q9UQ74	F8VQM0	F1LSN8	A5D7H4	E2R8U4
O00533	Q8VI24	F1M632	F1MGR3	E2R032
Q8N4P3	K3W4M4	A0A0G2K089	E1BIR7	J9NUU5
Q9UI21	E9QN98	-	-	-
Q969K7	Q9D9J3	D3Z8K0	E1BI29	F6Y429
P04280	P47880	D4ACH5	G3N262	E2RMP0
Q8NCM8	E9Q529	B2RYJ3	Q32KU8	F6UNV5
Q14CZ0	Q9ERK0	F1LR55	E1BM92	E2RRR2
Q8IYB5	P16882	-	-	-
Q9NP73	Q8BXJ8	-	-	-
Q8NER1	G5E8F8	F1LPI5	-	-
Q8WXD2	A0A2I3BQN2	D3ZLN7	G3N337	F6XUP8
O95749	F8VPZ1	Q8K4Y5	F1N308	E2RH19
Q86W11	Q91X46	F1LSG0	A4IFH4	E2RNM0
Q9Y3E2	O08573	Q9Z0H5	E1BK67	F1PJZ9
P51153	P97348	-	-	-
Q9H299	Q9JI44	P14841	F1ME77	J9NST9
P05451	P33146	Q8BHI5	F1MGJ2	E2RPP2
Q7L4P6	Q8CCJ4	Q5HZY3	E1B7G8	F1PYX6
O15061	P43247	D3ZG10	F1MWA6	E2QUD1
P41271	Q61081	G3V6J5	Q58DM8	F1PHJ9
Q9UPA5	Q9JJY3	F1LTH0	-	-
Q9BXJ0	Q99JY6	Q9ESC2	F1MNH3	E2R1R9
Q9UIE0	P16297	Q4QQT4	E1BG99	E2R827
Q9NXW1	Q3UK10	D4AA75	F1MC22	J9P3E6
Q9H425	P81269	-	-	-
Q96MW7	O35368	A0A0G2K8Z6	Q2YDN4	F1PLN3
Q76KP1	O88974	G3V7V2	Q9TTJ5	F1PHT5
Q8NCE0	Q925I1	Q06175	F1MPU9	F1P8Z7
Q8WW35	Q8BHK9	D4A212	P25104	F1PS48
O14792	P41158	A0A0G2KA68	Q3T106	F6Y732
Q96II8	Q3TFK5	P84245	E1BN54	F1PPY1
O95980	Q9Z0V1	B3GNI6	F1MPZ9	E0WCW8
O43541	P14847	Q5HZE4	A6QQD5	F1P9X1
Q96A73	Q91YP6	G3V663	A0A140T888	F1PG23
Q96EC8	Q99JI1	P11442	E1BDA8	E2RLV9
Q96EL3	A0A286YD96	P63047	Q2KII2	E2RQI3
Q86UT5	Q99P31	Q3MHU2	Q6XUI1	J9NSG0
O15444	Q9CQG3	P04762	F1MJ73	F1Q207
Q99574	P51175	A0A0G2K5E2	Q5EAA4	F1PSU9
Q9NXK6	Q9CQT5	Q7TPJ4	Q32LP5	F1Q447
Q9H4D5	P32043	D3ZNT5	F1MQ44	E2RFV3
P05060	A0A0R4J216	D3ZCT9	-	-
P98155	Q9Z2J6	D4A6L5	F1N7H5	F1PMP4
Q9H6K5	P01921	-	-	-
Q9Y6E3	P12815	A0A0G2K644	F1N2N4	-
Q13882	G3X9Z0	D3ZZT9	A6H706	E2RK42
Q53RT3	Q9WTJ2	-	-	-
Q8NDZ2	Q8BX70	-	-	-
O94788	Q3UHD6	P09216	Q2KIY8	E2RLX9
Q5JW98	P18872	P32851	F1N059	E2REW6
Q02962	E9Q616	Q9ERF9	F1MYX4	J9P492
Q9H237	F8VPU2	Q642A6	A4IFL4	J9P1P5
Q8TC71	A2A7F4	D3ZG44	E1B731	R4GDM1
Q13144	P59041	Q3SWU4	Q2KHX7	F1Q248
Q5JPB4	Q7TSG2	O55157	F1N7Z6	E2RGV6
Q86Y91	Q9CPV0	P19327	A7MAZ7	F1P8C9
A2VDF0	Q0KK55	P63045	F1MXG2	E2RRK7
Q9BYT9	O88552	Q6IRF7	A7MAZ3	F1P8U8
Q5T9S5	Q68EF4	G3V6S9	F1MMD7	F1PHB5
Q8N5U6	Q9CWK8	P62501	E1BFI5	-
Q96CN4	P98200	Q5M883	Q3MHL8	E2RM13
Q8IW75	Q64329	-	-	-
O94991	Q80XQ2	Q6BDS1	F1N4Q7	F1P7Q7
O95926	O89103	D3ZYS4	E1BN14	-
O75751	Q3UIZ8	G3V6J8	G3N3E5	F1P6P6
Q86XT9	Q0VAV2	Q6P771	E1BDZ3	F1PZJ6
Q9H8W5	E9Q3C1	Q5M954	-	-
P30990	Q8JZS6	D3ZFW6	F1MEK3	F1PP40
B4DNW0	B1ATZ1	F1LPK9	A6QL85	F1PEH1
O75394	Q8BY89	E9PT21	Q32PI6	F1PKC8
P20231	Z4YL78	Q63584	F1MFZ8	E2RBB2
Q9UEX5	Q9R045	D3ZSZ4	F1N0T1	F1PAD1
Q8N9N8	Q9R059	P32551	Q0P5K1	E2QXK6
P61925	Q6PCX8	Q5I0E1	E1BBB5	F1Q0I8
O94889	Q9EQR6	D3Z9K1	F1MR49	F1PBB9
Q6FG55	Q921M7	P08644	G8JKV2	J9NVX2
Q9BPZ2	P20722	-	-	-
P48739	Q9CQ35	A0A140TAH1	Q2KJ42	E2R5C3
O95125	Q8R0S2	D4A3S7	E1BDK1	E2R2S5
Q6MZW2	Q91UZ5	-	-	-
O43313	Q497N6	D3ZBE5	E1BGM1	E2RQJ7
Q9H9J4	G3XA20	Q03346	E1B886	J9NUS6
A6NHL2	P33033	Q63622	-	-
Q9Y3M9	Q9D8Z2	Q5M9F1	-	-
Q9Y3D8	Q3UH63	F1LM54	F1N1X8	E2RM32
Q6NUS8	Q9JIF9	A0A0G2JSK7	E1B8R7	F1Q3Z6
P60002	Q9CR60	-	-	-
Q8NDB6	Q8CBD1	D3ZBN5	E1BNZ6	F6XDU0
Q6IPU0	Q99N11	Q568Y2	F1N2W7	Q28874
Q6ZSJ8	G3X8X1	F1M8J6	Q08DN4	E2RCR6
Q9UN21	O88685	G3V6B8	F1MUD4	F1PBZ4
Q6ZU52	Q9JL27	-	-	-
Q58EX2	Q91WS2	D3ZX46	F1MB93	Q30KS7
Q8TD07	Q921D9	Q9JJP6	F1MN22	F1Q3M0
Q8WTX9	P97457	O88339	Q3ZBE0	E2RC60
Q5TA31	F8VPY0	D3ZLA3	A4FV68	F1PE24
Q9BYJ4	Q921V7	D3ZAD9	Q1JQC8	E2RT84
Q96M27	Q8BXF8	Q7TQ85	P81103	F1PCD4
Q32M78	Q5DTK1	-	-	-
Q14106	Q3UGC7	P13234	G5E6L2	J9P6D3
O96014	A0A140LJC7	Q5NUI4	F1MME8	F1PBK5
P0CB38	Q9DAP7	Q5M7U1	A6QLU5	F1P8A1
P81274	Q8BHE3	G3V7K5	Q3T0V6	F1Q0M1
Q3LIB4	Q8BH64	B2GUW1	A5PKG9	J9P983
Q9Y5J6	P20181	G3V758	F1MZE4	E2RGX7
Q17R98	P49764	D4A9W8	F1MBJ6	F1PPT2
Q9UIJ7	P27699	P49911	A7Z051	J9JHP8
Q9NUQ6	P59222	-	-	-
Q96N58	I6L967	D3ZVQ1	F1MLG1	F1PCV0
Q76P68	Q9JMI0	-	-	-
Q9UIK4	P39053	Q99NB2	-	-
Q9Y5V0	Q5NCQ5	Q8K3V5	A1A4I9	F1PGT1
Q9UKA8	Q9D7K5	D3Z962	E1BIJ1	F1PZL0
Q6PEV8	P06880	F1M1G2	G3X6D5	E2R1X9
Q92504	A0A0R4IZY7	D3ZW92	E1BH46	E2RKV5
P35716	Q810U5	D3ZFT1	E1BC14	E2RA42
Q8IZQ8	Q99J77	M0RDG2	E1BCU8	J9NVS8
Q96LT9	P14483	-	-	-
Q9UK22	D3Z393	D3ZXM1	A4FV27	E2RJE4
Q5T3I0	Q8BU88	G3V795	Q58DB6	P49670
Q5QNW6	Q6KAU8	G3V9P8	A5PK21	E2RLK5
Q9H3Y6	E9Q2N0	-	-	-
P58335	Q8BGH7	P60572	Q5E9A1	J9P3Y8
O15455	Q9JIF0	D3ZKX9	Q08DN5	J9P8U6
O43432	Q9WV92	-	-	-
Q96CU9	Q9EQQ2	Q9QWJ9	G3MYQ9	E2R655
Q9UNW1	Q9DB16	P34900	F1MIK7	E2RGU9
Q5JSH3	P49138	P56223	Q08DQ6	J9NTA4
Q86WN1	Q80ZD3	Q6GQP4	A6QL92	F1PWV4
P53804	P51860	D3ZGF3	A6QL97	E2RIA3
Q6UW56	Q3U2I3	A0MV40	-	-
O75717	P62812	P04563	Q3T0C3	F6V909
O75335	Q6NVG7	F1LVX1	F1N7G3	J9NSE9
Q96S79	Q99JU7	Q66HS9	F1MRD4	E2R7R1
Q8NFC6	Q8BGD6	F7FA15	G3MZ35	F6XNB0
O95365	P70428	B5DEY5	A6QLA8	E2RGM9
Q9BQ48	Q8BSU2	P52020	A1L539	E2RJL4
Q01543	Q03719	G3V973	F1N3H6	J9P9P9
P48507	B7ZCR6	Q920L0	-	-
P46020	Q9D1I6	D3ZVU4	E1BM30	E2RMV3
A0A0S2Z5X4	A2APM2	P09606	G3N0Y6	J9PAB0
Q96SI1	Q8R3W7	F1LQT9	A6QNM8	E2QWV4
Q9H3N8	Q9JI38	Q80WD0	F1N551	J9NV69
Q03013	Q3UZB0	-	-	-
Q9NRQ5	Q6P5C5	H7C5Y4	Q9GMB8	F1PFB8
Q14CX5	Q99LJ3	B4F7B6	E1BN92	F6UUW9
P20800	Q9JI20	F1LT13	E1B808	E2RPH1
Q9BZ67	Q9CQ94	-	-	-
Q8TC05	P16294	D3ZDI8	E1B7P5	F1P6L7
Q9UBZ4	Q8R1G6	-	-	-
Q9BXB5	Q0VBD0	Q63632	G5E677	E2QUU5
Q8NA56	Q19LI2	Q6IM78	-	-
Q9Y5G2	Q9CYE0	-	-	-
Q2KHR3	Q8CHW5	Q4KM93	E1BGY8	J9NYU9
Q96IX9	F8VQK5	F1LMH2	A4FUX7	F1PSC8
Q12774	O88843	D4IGX4	F1MC24	E2RR20
Q14515	Q9QUH0	F1M8M1	F1MMZ8	F1PNZ9
P22303	Q9QYJ3	Q9WVJ6	F6Q8B6	J9NYB5
Q8N446	P04351	F1LRQ1	E1BAT3	F6XB81
O43716	Q9D1Q1	E9PTP3	A6H760	J9PB33
Q8N7E2	Q6PER3	P56720	F1ML43	F6XEL1
P59894	P60041	P17764	E1BL94	E2RK65
Q9UF33	O54834	D3ZC02	Q2YDE5	J9NUV1
Q68D91	Q9D5T0	B2GUU9	A7YVH9	E2QYI8
P15622	O55128	P50232	Q0VCA2	E2RKQ6
Q7Z3Z4	A2ARZ3	D4A194	P03920	F1P6U9
Q16822	B9EI21	O35854	F1MLJ5	J9P601
O95196	Q9D2G9	B5DFD4	E1BI98	F1PM44
Q6UXK5	Q8R0A6	F1LPA8	G3X7E3	F1P861
Q8NDB2	A2A5R2	G3V945	F1N5S9	F1P8A9
Q9Y2Y1	Q8R1G1	M0RC42	F1MZ74	J9NZL6
A7E2V4	Q8BGR6	P05503	F1MZ86	J9NS41
Q8WTQ7	Q9QXA1	Q06884	Q3ZBM4	F1PEH6
Q92903	Q8BFS6	P97837	Q3MHJ8	J9NTD8
Q9HD36	Q9DCU1	A0A0G2K3W1	F1MDA1	E2QXZ8
Q8WXX7	P31316	M0RDE8	E1BI86	E2RS90
Q8N807	P62245	D3ZY51	-	-
Q9H9Y6	P09838	D3ZBQ4	F1MYH5	F1PD16
Q14749	O35144	P35434	F1MLR9	E2RGC0
Q9P2K2	Q6IFT4	Q9WTY2	E1BC75	J9P479
A6NER0	Q8BG94	Q5RJT0	Q3MHX5	E2RDR8
Q9H7F0	Q99PW8	D3ZVK4	F1MBE8	F1PGP3
O95995	Q9CVI2	D3ZW59	F6RN30	-
P98171	Q6P1C1	Q9WVI4	F1N3P6	E2RLJ1
O14668	Q99M01	Q2I6B5	E1BKM5	E2R5K5
P05156	D6RI14	D3ZNY3	F1MP49	J9P9L7
Q9P0P0	Q5Y5T3	D3ZN69	Q5E9K1	F6V114
P36551	V9GWZ4	Q6TUF2	F1MDD8	E2R2W0
O75808	Q9R164	B0BMW0	F1MVZ2	E2R0K0
Q8NHX4	O88444	M0R697	Q0VCW1	F1PA33
Q9UGR2	Q8BSZ2	Q2TA63	A7MAZ0	F1P7J3
Q5JXB2	Q69ZL7	O35920	F1MQ73	F1PLT8
Q96B18	Q9QZ10	F1M568	Q9GK68	E2QUK2
Q8N556	Q8R2U2	D3ZB96	A7MB43	E2RK64
Q9H8G2	Q6IFX2	Q3B7T9	-	-
O95631	P04401	D3ZQ26	G5E5S0	E2R535
Q8IWA6	Q9ER63	Q6QI75	E1BP18	E2RJV4
Q06732	Q8BJQ4	P63095	Q32KZ6	F1PHS3
P09228	P56857	Q5XI00	E1BM32	F1PCQ0
O75541	Q9JJ66	Q6AXP3	A6H796	E2RR38
Q96LR2	O08850	Q920H8	-	-
Q96F45	Q3UGZ9	O35078	A0A140T8C7	F1PLR9
Q14147	Q80UQ2	Q6AY57	G3N0D0	F1Q1I2
Q99418	Q8CGP0	D3ZJT6	A0A0A0MP87	E2QXC8
Q59GT1	Q9D0L8	-	-	-
Q92752	Q8K4J6	D4A2I4	E1BGK3	E2QYC8
Q9H9C5	Q99MV5	-	-	-
O43312	P28656	D3ZKE1	Q3ZBS0	J9P403
P49448	O55126	F1M8E5	E1BDH1	F1P6N2
P32320	P61965	F1M0Q9	Q17QR2	E2QUA9
Q5R3I4	Q8VHK8	P86173	E1BM43	E2RBT5
Q9ULQ0	Q9ET35	A7UJ12	F1MRD0	F1PFS1
P40145	Q99ME9	D3ZLX3	A6QQY6	J9NSY9
Q8IUU6	B9EHT4	P04462	A5PJS7	E2R5L0
Q9NYF5	Q61772	F1LR10	Q32LE3	E2R0A0
Q8IYT3	E9QQ33	F1LX58	Q2NKU2	E2RL73
O14733	Q9JJR7	A0JPQ0	Q27975	E2QUQ3
Q9NX61	Q6GUQ1	F1LQR7	F1N124	F1Q0Z5
Q9UJ04	Q62255	Q3HS82	F1MG95	F1PGI2
Q8IWL2	Q8VEG6	A0A0G2QC52	A4D7S0	F1P9H4
A0A024RA76	Q62511	Q9ESR9	Q2TBH7	J9NW40
P49758	A2A6T1	D4A9D6	Q2HJ34	J9P5Q9
P01833	Q61624	D3ZA46	Q2TBH1	E2R3U0
Q58FF7	Q8BFQ8	D3ZXN8	G1K1A3	F1P6B7
Q96JY6	Q5PT53	E9PT13	P62954	J9JH91
Q76B58	Q3TCJ8	D3ZQ55	F2Z4C0	E2RR53
O43508	P51908	P13589	-	-
Q6UXL0	Q8VC60	Q5FVH1	F1MMM4	E2RCU6
O75911	Q3UZ18	D3ZGL3	A7YWF3	F1PGY8
Q7Z2K8	Q9R1K9	D4ACZ1	E1BER5	E2RLI4
O95881	Q80Z38	Q02353	G1K192	J9P2L3
Q9H4D1	Q61730	Q9R0C9	G3MZJ4	J9NWK8
Q3V5L5	P27870	Q5XIC8	F1MBL1	E2RHF6
Q14657	Q80WC7	A0A0H2UHY1	Q3ZCL6	J9P1Y8
Q86Z02	Q9D1I5	-	-	-
O75947	Q91YJ2	Q8CF82	F1N3H1	E2R037
Q96E17	P41209	Q6MG89	Q3T0R9	E2RB06
Q9Y314	Q99KL9	-	-	-
P61587	Q9Z0M6	Q5U2Y9	F1MTX9	J9P5D5
Q13017	P47713	-	-	-
Q6ZV89	Q3UIK0	Q6IN37	F1MLZ1	F6XGD4
Q8IWY9	Q8BND5	B1PRL5	A7MB70	E2RG06
Q5T4F7	Q3UQZ7	D4A2L1	E1BNW4	J9NZD1
P04141	P48722	Q6AYE7	F1N737	F1PL43
Q5SQ64	Q8K595	P43527	P84798	F1P634
Q3SXM5	Q60749	Q62881	F1MBI1	E2RP40
Q5JTJ3	Q8CIM7	D4A680	F1MPY3	J9PBJ6
Q9H0T7	Q9D1R1	Q07071	Q2HJA9	F1PXA1
Q6PII3	P49290	-	-	-
P60201	Q5DTG8	Q4FZV0	E1BE21	F1P6F3
Q15768	Q91VV4	-	-	-
O00300	Q8BHS6	-	-	-
P23141	Q9Z321	A0A0G2K4U6	F1MUB8	F1PFN7
Q9Y6R7	Q62009	P62916	Q3SZT2	F1PHP8
Q14108	P01897	D3ZVQ9	A0A140T827	E2RQF7
Q14376	P41274	A0A0G2K562	F1MGS3	E2RCI9
Q8WTS6	A0A0R4J0R3	Q8CH87	Q2YDD4	J9NTB9
Q96BR1	P59110	D4A5Z6	F1MRL0	F1PG95
O00409	Q8BXJ2	Q6RUV5	Q3T0G8	E2RQN4
P48378	P08920	M0R6D9	E1BQ21	J9NZA3
Q6UVK1	O35066	D4A7Q5	G5E580	F1PUU0
Q9Y5Y4	Q6P8M1	P21743	Q32LN1	E2RBC3
Q9H4B8	Q8C0S4	D4AB75	F1MMJ2	F1PF66
P03956	Q8K3I6	D3ZDS2	G5E569	E2RJH5
Q9P0L9	Q9D3N8	M0RDU3	Q2TBQ7	E2QUT0
A6NKN8	Q3LR78	-	-	-
Q96PD2	E9Q1U1	Q4QR80	Q3ZCH0	J9NUQ5
Q9Y3L5	Q7TMK6	Q811U3	G3MXH2	E2R9U0
P08637	P49766	P45352	E1B8P0	F1PDJ5
Q01524	P16254	A0A0H2UHI1	P24591	J9P9G0
Q9Y5W5	Q69Z98	A0A0G2JTP6	A6QR67	F1PSS1
P55064	Q8C1R0	Q5BJU0	G3N3T7	E2RBZ0
Q8WTP9	Q8K0E1	A0A096MJ11	F1N5R3	J9P1I0
Q96HY7	P31649	Q925N6	E1BIM0	E2QY38
Q9ULT6	Q61574	D3ZRI4	Q58DA1	F1Q1C9
Q9NP86	Q7TNG5	A0A0G2K0P9	Q32L32	E2RIP4
Q6AWC2	O08969	Q4KMB9	F1MBJ5	E2R428
P28332	Q9D9W0	F1LQZ9	E1BGI8	F1PFJ7
Q8TAF7	Q63953	Q63475	F1N027	E2RR32
Q9UF83	A6H6S0	Q6AYL9	F1N1L1	J9NWU2
P07315	P17742	A0A0G2JVA8	G3MZY9	E2RR33
P35354	Q9Z0V8	P13221	Q3ZBD4	F1PQQ3
Q9Y6X6	Q9JJB9	P82471	P28190	E2RG47
Q96SZ5	Q9JM55	F1LN94	F1MWG1	F1PAF9
P35713	Q9ESM6	F1M8S4	E1BFC2	J9NSJ7
Q8ND24	O35728	O89107	G3MWV5	E2RQG0
O60381	Q91WJ7	A0A0G2K102	Q1RMH9	J9P2C8
Q15053	P62754	B1WC52	F1MDK9	J9P021
Q1W6H9	O70337	D3ZXB8	G5E589	F1P9W2
Q86X40	Q6GU14	Q6AY72	Q0VC54	J9P736
Q9H8P0	G3UW82	Q641X3	P84081	E2RRA8
Q9NV35	Q8BHA1	Q9WUP8	F1MXR8	F6V7D9
Q9BRG2	B1AXH1	Q4KSH6	E1BCE0	E2RAV7
Q460N5	Q5F293	G3V750	Q2KI72	E2RP15
A0A087X002	Q61712	F1LSK3	F1MCU5	J9NS46
Q92826	G3UVU5	A0A0G2K2N8	F1N2D7	F1PGL4
Q9BY43	Q00612	D3ZNQ4	F1MZV4	E2R8Z2
Q8N5I4	Q66JT7	P07756	F1MNU5	F1PGE9
Q9UL49	Q8QZX0	A0A0G2K292	E1BAZ1	E2RD94
P43304	P97364	D3ZPP5	A4IFV1	F1PBX6
Q96EM0	P0C090	D3ZMX6	Q3SZE2	F1PMC5
P33402	Q91ZU9	A0A0H2UI16	A1A4M8	F1P9V1
P48167	P56450	A0A0G2JZP9	F1MU31	F1Q219
Q96F81	Q8C0Q9	D3ZW89	E1BNJ2	F1PV45
P17022	Q91VY9	A0A0G2K1C8	-	-
Q9Y6W8	O35166	Q62623	E1BMC6	E2REE2
P31314	Q9DBU0	R9PXW1	E1BB75	E2RNQ9
Q01995	Q8C7B8	D3ZIJ5	F1N2K7	E2RK24
O94830	Q9D273	D3ZUJ8	F1MTI1	A0A0A0MPC8
Q96F15	Q61488	D3ZZ46	E1BE60	J9NT90
Q13449	Q9Z1E4	-	-	-
Q7Z465	Q66L44	Q5XIB1	A6QPS6	E2RAF4
A2A368	Q9Z2E2	D3ZPX4	F1N2U2	E2QXJ0
Q15651	Q6A070	Q62768	E1BHG2	F1PKJ5
P04217	Q3U962	Q63086	F1N7G5	E2RP35
P08100	Q921G7	D4A039	A0JNF9	E2R987
Q16878	A0A0U1RQA8	-	-	-
Q15048	P56393	D3ZW62	G3N2I9	Q1PCT2
Q15738	P24270	Q9R044	G3MXY7	E2RAW6
Q86YL1	D3Z5I2	-	-	-
Q15121	Q8BGT8	F1LR76	Q2TBP7	A0A0A0MPC1
Q9BYX7	Q6GTW1	Q4V8D1	E1B7V7	E2R7E8
P07203	E9Q8N1	D3ZSR7	Q3T0G5	E2RH57
P55774	Q9ES88	P30082	Q1JQB5	F1PJE5
P30483	Q9DA44	A0A0G2JUQ6	G3MXA4	F1PZY8
Q13202	Q8C1Q4	D4A1K5	E1B8D2	F1P6P2
Q13018	Q80TK0	D4ABS0	-	-
Q8IUA0	Q924K8	P25094	F1N2B6	F1PXY8
A1L3X0	B1AQ75	Q66HE1	E1BP63	E2RPT9
Q6ZVW3	P70325	D3ZIE4	F1N543	E2RSX7
Q7Z624	A2AGQ4	-	-	-
Q5PSV4	Q8BXR5	F1LTM7	Q0VCY6	F1PMA8
Q6UWL2	P35584	Q4QQS7	F1MPP5	-
Q9H4I8	O88875	Q5FVG8	E1BGB9	E2RBA1
Q9BYE3	Q9D9P8	G3V7L6	Q1RMR9	E2RQJ0
Q684P5	Q5SNZ0	D3Z8Z9	E1BF27	E2RJU5
Q02985	P70326	Q66HH4	Q0P578	E2RH51
Q15777	B7ZP21	O35849	F1MPV6	F1Q284
Q9Y261	Q8C141	D4A401	E1BDA0	E2REQ9
Q6PJG6	Q9CQC7	P04797	F1MIK5	J9P4Y6
Q8WV92	Q9CR51	Q9JLY8	Q2KJA5	E2RMS7
O15399	P57787	D4ABV2	P13204	J9NZ92
O14508	Q99MJ9	-	-	-
Q7L099	O55192	-	-	-
P00750	Q922Q2	D3Z8Q6	Q58DU0	E2QXX1
Q8N257	Q9QZC2	-	-	-
A1L170	Q8R023	Q5XIV0	A3KN36	E2RQ37
O43240	Q8BMU5	Q5M824	E1BBP5	E2R7B6
Q5T0L3	Q6GV12	D3ZSY0	Q5E9S3	E2RNT7
Q99640	A2RSX4	P17712	G3N0Y2	E2R3G3
Q6P0N0	P41272	D3ZN47	F1MRK9	F1PUR2
P86791	A2BDX3	Q9EQS0	F6QRZ3	E2RLQ9
Q6PCE3	E0CYV0	D4A9T1	Q6WZ19	E2RN46
Q13425	Q3UVG3	D3ZJM7	A6QQX8	Q4JIV8
P05026	O55057	Q5M823	P35246	J9NSZ8
O60503	G5E828	P16573	A5D7E1	E2RGR5
P78330	Q3U5V8	G3V8F9	F1MSJ0	J9NT01
Q5W186	O54879	Q5PPL3	F1MC80	F1PA77
Q9NZ08	E9PYH6	Q9R0Z7	E1BE29	E2R329
O75683	Q9R0K7	P61983	F1MXE4	F6UYJ9
A6NFS0	Q6A078	-	-	-
Q08AG5	P97305	A0A0G2K992	F1MJV3	E2RHB1
Q9NRX3	Q8VHA6	Q5PQW8	Q76I82	F1PLB0
Q9UM63	Q03147	-	-	-
Q2PZI1	Q64374	P04041	E1BIG5	E2QW59
P20701	Q9EPM5	P52303	F1N734	J9P625
P62324	Q0VGT4	P48973	A6QQL6	F2Z4N8
Q9BV44	Q8BTX9	-	-	-
Q9NQ89	P18608	A0A0G2K8S4	E1BCI5	J9NYP3
Q92813	Q9CYR6	F1M7W5	A3KMZ9	F1PET8
P19086	A2AQR4	D3Z7Y6	-	-
Q8IYM2	Q3UPZ0	-	-	-
Q8TD16	Q8QZV8	B0BNB9	E1BPZ2	J9P1S4
P46089	Q00PI9	A0A0G2K717	G3N1S8	E2RGF7
O75628	Q04207	B1WC29	F1N6T8	F6UYF2
Q96MF7	B7ZMP1	M0R7R2	Q32PH1	F1PQ93
Q96MG7	Q8R346	D3ZNY8	Q2NKZ9	J9NTZ3
Q8IYH5	E9QAF4	Q9JI51	G3MXX4	E2RLG2
Q8N8E2	Q8VDD5	D3ZFL6	-	-
A6NJ69	Q8VCH6	A0A0G2JYQ3	F1MZ93	F1P9E2
P49908	Q8VE19	Q7TMC7	Q3T0S3	E2QW14
Q8WW62	Q8K299	D3ZY54	F1N389	E2RE12
Q9BRQ0	Q3UUI3	G3V8X3	G3N1Z0	E2QWJ1
Q52LA3	P56392	G3V6L0	A5D7M4	J9P0S6
Q7L3B6	Q5Y5T1	B0BN69	F1MN91	F1Q465
P35590	E9QNN3	D3ZRC4	E1BJP8	E2RDP5
Q9GZY4	Q9CQT1	D3ZKB4	F1N672	J9P9M2
Q9P0K1	D6REV1	D4AB98	A0JN69	E2R7I4
Q92859	Q3TUL7	M0RCP6	F6RL69	F1PK88
Q9BQE6	P07214	F1LV71	A5D7C8	E2R4S5
Q92564	Q8R4Y8	Q66HC9	Q7YRA3	E2R3B0
Q8N4I8	O88448	G3V648	Q3SZS9	-
Q8WW12	A0A0R4J1S3	Q9ES21	E1BC64	J9NWA9
