O15116	Q99J45	F1LTB8	A4FUE0	J9P8M7
Q9NX62	Q9CWJ3	A0A0G2K615	E1BBJ2	J9NWW4
P18848	Q9DCU9	D4AEP3	-	-
O14727	P61110	D4A3G2	F1MZA7	E2R899
Q86SG7	Q8VCL5	D3ZSY2	G3MXI0	J9P3X1
P56962	Q8VDZ4	B5DEM7	F1MMF9	J9NYH3
Q96JH8	Q03526	F1LRS5	-	-
Q9Y240	Q8CGN5	D3ZFH5	F1MM71	J9NWW9
O00222	Q99J64	F1M9P4	Q95MI6	F1PR00
Q6DKK2	Q8K2P7	A0A0G2K4Q9	Q3T0C6	J9P471
Q9Y5Z7	P51680	-	-	-
O95477	Q9CX56	Q5U316	Q2TBL5	F1PLV6
Q6PID8	P10493	D3ZAR1	E1BFS5	E2R518
O75112	Q9CS00	Q6AYG0	A5D7L6	F1Q4I0
P61916	Q6PIJ4	A0A0H2UHZ7	F1MUI7	E2RJ35
P02649	G5E897	F1LR51	A3KMV4	E2RCB6
P51854	Q6LCE8	D4A017	F1N0H9	E2RTF4
Q8WYL5	P30993	D4A213	F1MTI9	E2R575
Q658Y4	G3UW74	Q2I6B5	G3N048	J9NZ92
O43257	A0A0R4J216	-	-	-
P55287	Q8C142	A0A1W2Q6C2	F1N060	J9JHP4
Q9UL41	P28563	F1M4E3	F1MWN8	J9NS15
Q8NCS7	P50636	P69735	O46405	F1PG21
Q9H2E6	O35071	A0A0G2JTN4	F1MLU7	E2RE23
O60306	Q60902	Q6MG48	-	-
Q9UQK1	Q05816	D4A3I5	P26444	E2RG50
Q7Z333	Q9D5T0	Q6IMA7	-	-
P51523	Q61327	M0RBM9	A5PJN7	E2RHK6
P35612	Q8R2X0	-	-	-
Q8N865	Q9D154	G3V8B3	E1BNX4	F1PMI4
A6ND48	G3UVV3	F1M6X5	Q3MHE1	F1PFL5
Q9NZI8	Q6ZWX6	A0A0G2JSU9	F1MZU2	A0A0A0MPD0
Q8IZA0	P30549	A0A0G2K606	G5E6N4	E2R5W2
Q9UPW0	Q9ER69	Q66HA6	A0A140T899	F1PD54
Q14624	Q9D6X5	-	-	-
P50591	Q811B5	D3ZM21	Q2KHV2	E2RH78
Q01432	O35205	F1M8G6	-	-
O15534	A0A0R4J139	Q4QQR7	F1MLT7	Q28288
P42331	Q9QUR8	A0A0G2K528	E1BH51	F1Q0C0
O60477	Q6PD24	D3ZY16	A4FV26	E2RG73
Q6PID6	A0A087WQ89	P84076	E1BC81	-
Q96F63	Q6P5B5	Q6QLN3	A7E3S8	E2RD65
Q32MK0	A0A0R4J0F4	M0R3V3	E1BMN0	E2RTH9
Q06418	Q80WQ8	A0A0G2JSR7	A0JN59	E2RGF6
Q12816	O55237	-	-	-
P78559	Q8VCB1	Q66H91	F1MZW1	E2RT59
Q15700	Q3U4I7	Q6AY45	F1MN10	F6V049
Q08357	Q62315	G3V9C2	Q10741	F1PM00
Q6IAN0	Q78YZ6	D3ZZ20	G3MY22	E2RPF0
P08195	P26043	Q64620	A5PJA6	F1Q2J2
Q01650	P83917	Q5XIA6	P81644	E2RNT7
P49247	Q8BGD4	P37091	F1MB85	J9NT75
Q9NP79	P49710	B5DEY5	Q32L60	F1PA39
O75132	Q8BH49	D4A274	E1BPA0	F1P9Z5
Q9P0K7	Q9QYE6	A0A0G2K5A7	E1B7I5	P51742
P84157	Q64467	-	-	-
Q13439	A0A1W2P6E1	D3ZTG6	A3KN01	J9P0J6
Q9H8H0	Q6PHZ2	A0A0G2JTR4	Q5E9S5	J9P6X6
Q9NXT0	Q9QYE0	A0A140TAE2	A3KN28	F1PBE8
Q9Y5A9	P26516	A1A5R3	Q5E9F9	F1PRU6
Q9H0I2	Q8K245	D4A615	F1MTW3	E2R8Q3
E5RIL1	Q8CDM8	P35434	F1N330	F1PQ66
Q9HBH7	Q91WD2	D4A750	E1BE12	J9NS07
Q8TCZ2	Q9D4E6	A0A0G2JT20	E1BN75	F1P9N2
Q9Y2M5	P16014	-	-	-
Q02156	Q922U2	D4AAG9	Q3SX33	F1PJS3
Q9H0X6	Q80U26	F1LN97	F1MQC8	F1PHI7
P30613	Q9ESN9	Q99PD4	E1BHV7	J9P3U0
Q86UX2	Q8BG84	Q5PQL3	F1N2N8	F1PCP0
Q15417	Q91YS4	F7EPE0	-	-
Q8WZ74	Q9DBC3	B5DEZ3	F1MUP1	E2RFG8
Q5BJH2	Q9D1D1	Q63639	Q3ZBD4	E2R3M6
Q9UBQ5	P12787	G3V9W2	F1MFA2	J9P9H1
P58317	Q8R2Q4	Q6VEU1	F1N0T4	J9P4U1
Q96AT1	Q64433	-	-	-
Q9Y5K8	P97465	D3ZAH3	A7MB59	E2QU43
Q8N1V2	Q91W20	Q4KSH6	-	-
Q9Y4R8	Q3LR78	D4AC97	F1MGS0	F1PR34
O60462	B1ASA5	Q642D2	Q3ZCC5	E2RC15
P43034	Q810L3	D4A4F6	Q1RMU5	E2QUI8
Q07343	Q99LI9	D3ZUW8	F1N005	F1PG47
Q5KU26	P27931	D4A8C5	A5PKE6	F1Q3S8
O75843	Q6NXM2	A0A096MK67	F6PU87	F1PFQ8
Q96N67	Q4ACU6	F1MA36	E1BGC5	E2RED3
Q14814	Q8VCF0	-	-	-
P01588	Q8K424	A0A096MJ11	Q08DJ5	F1PUV7
P0DI81	Q91Z40	Q9R1M7	Q2HJ68	F1P6Z1
Q96CS4	Q8VBV7	-	-	-
Q15697	Q9CWQ0	M0R4P7	-	-
Q96JS3	Q8R5B8	Q9QY10	A0JNK0	E2RC46
Q9NSU2	Q61466	D4A5Q2	F1MIF2	E2R5J6
Q8WV35	Q8BMD5	G3V674	F1MRC2	E2R0X5
Q9UBT6	P25916	F1LTW6	E1BC41	E2R8Q2
Q6PCB5	Q78T81	P10247	G3X6U1	F1Q4C3
P42357	E9Q8D0	D3ZYY0	A6QQ24	E2QXY9
Q92882	B1AZF3	F1LMM8	E1BBH2	E2R516
P55082	P35951	A0A0G2JXG0	F1MU29	E2RP80
Q9C0A6	Q8BGN9	Q9R0U1	E1BK03	E2RQL6
Q495B1	D3YV10	Q642B3	A5PJR6	F1PHA0
O95445	P15388	-	-	-
Q8WYE1	Q8CIM7	F1MAH6	A6QPA8	J9PBM9
Q9BU40	Q3TRE0	F1LRK7	P51694	F1PBT9
P01583	Q8K5B9	Q5XIE2	F1N6R3	E2R3N9
P14778	Q8BGB7	P62425	Q2TA30	J9NT60
Q8IWB7	P27889	Q5M828	Q0P5A3	J9P6Z2
P55290	Q9QZD8	D4A9J2	F1N369	E2QUP1
Q8N5J2	A0A2I3BPT2	D4A7T8	G3N0Y6	F1PHI9
Q13325	Q9JJ43	D3ZPN5	F1N0P2	E2RK91
Q69YH5	Q91XZ8	D3ZSL1	E1BGB1	F1PZ58
P60321	Q3TZR9	A0A1B0GWU6	Q5E9U0	F1P8S0
Q9C093	Q9DBX6	D3ZQ57	E1BIF7	F1PZR4
Q8N3I7	Q8C7G5	Q498S5	A7Z041	E2QSJ2
Q5T2D2	P10300	Q505I5	E1BK78	E2RIZ6
Q96Q27	Q80UP5	-	-	-
Q9NTJ5	Q8R1M0	Q9JJ79	E1BB79	E2R5I7
O75223	Q04890	P62275	E1BA70	E2REL7
O95393	Q6X893	D4A1A6	Q0VCE9	J9P7G3
Q00688	Q8CEC0	Q641Y0	F1MAY4	E2RSF2
P56589	Q8BH60	D4A2D5	-	-
Q9NQA5	P35846	D4ACH9	F1MU31	F1PLH8
P00450	Q9Z2H6	A0A0G2JVP1	G3X788	E2R867
Q9BXK1	Q8VDX6	F7EMJ6	Q08DJ7	E2R430
O15117	Q9Z148	D3ZEI6	A6QR55	E2RCK4
P49326	J3QML2	-	-	-
A4QPB2	E9QAU8	Q5FWU4	Q58DI5	E2RDH3
Q5SQN1	A3KGB4	Q64568	F1MDX7	F1P959
Q96T21	Q8K3G7	E9PTS7	F1MMW5	F1P8U3
P28838	B9EJA2	D3Z9A7	A0A140T8A2	E2RL35
Q08722	Q61646	F1LPK2	Q5EA92	J9JHQ0
Q6P2C8	Q3U308	O08771	Q148L0	F1PG78
Q9BVC4	Q8CG48	D3ZU52	G3N0K5	J9P2Y5
P62760	A0A0R4IZX5	G3V6C2	P42891	E2RP88
O75586	E9PUE2	-	-	-
Q9Y5X1	Q5SQX6	-	-	-
Q8NHQ8	Q9D9M4	P10980	F1MV32	J9P6R9
Q96CP6	Q3UH53	-	-	-
Q6UY11	O35626	Q00961	P10568	A0A0A0MPD7
Q15629	P09021	A0A0G2JTP6	F1MB38	F1PJ40
Q8TCT9	Q3UA16	F1LXE4	F1MGV0	E2R9I2
Q9NQH7	Q8BUL5	Q4V7C1	Q3T0N1	F1PF95
Q8IYW2	E9Q9A6	D4A576	F1MN55	E2QWV9
Q9UJK0	Q6J1H4	D4AC65	Q32PA7	Q9TU31
Q9H5Z1	P53612	D3ZDW5	E1BBV2	E2R466
O43572	E9PW83	Q4KLJ4	Q8SQB8	E2RNP9
Q8N4S0	Q9JHI8	D4A110	A2VE76	F6Y4M4
Q9C000	G5E8T2	M0R402	B2CML0	F1Q3V9
Q71UI9	P70349	G3V9A8	Q148M1	E2RMC1
P63172	Q8BTU1	P97878	F1N507	-
Q7Z5N4	P35428	D3ZIV8	Q0VD48	E2R4Z6
Q9BUP3	Q9ER80	Q9R1A7	F1MNJ6	E2RRT3
Q96QB1	Q9JIL4	Q9JLY8	A5D7L2	J9P9W5
Q9Y6Z7	Q3V4B5	F1LSW5	P00732	E2R525
Q03112	Q3UKR0	E9PU15	F1MG82	E2RFR8
O60547	M0QWH9	Q5PQX0	F1MCY5	J9P893
P15169	Q61470	M0RBS3	F1MSZ6	J9P572
O75144	Q3UPC7	D3ZUD8	E1B8Q8	E2RSD7
P09564	G3X934	P48965	E1BI70	E2R9A4
Q14093	Q9ERE7	D3ZTP0	Q08E02	E2QT45
P09110	Q8BHZ5	F1M3J7	Q0VCR4	F1P731
Q29983	Q9CU98	Q6P720	A2VDT8	F1PA11
Q9BWX1	Q9CPR0	-	-	-
P52655	Q8BV16	P36970	Q1JQ99	E2RK22
Q9BQA9	E9QM16	F1LRY7	F1MGU7	F1Q1G9
P51826	Q2PZL6	A0A0H2UI16	F1N795	E2RAW5
P11161	Q3URS9	Q6AY57	A4FUE4	J9P0P2
Q5U0E4	O55017	P70569	Q2KI97	E2RD11
Q9H6X5	Q9CQ85	D4A3I1	G3X7I7	E2QXM1
Q96PE7	Q9EQR5	P70498	E1BND9	F1PII4
Q9H2U1	Q99LL5	P25977	F1MLM2	F1PVV3
Q96GN5	Q9QXK9	-	-	-
P04198	Q8R0L1	G3V697	F1MCG4	E2R7S4
Q13324	Q91YL8	A1XIQ3	A2VDM6	J9P6J9
Q9UKD1	Q810P3	A0A1W2Q6J0	-	-
Q9NRY2	Q9DBM2	Q5Q0T9	Q0VC02	F1PFQ1
Q96JW4	O35083	F1LX85	-	-
Q5JVS0	Q8VC30	Q6AXM5	F1N215	E2RM82
O96006	Q08024	D3ZXB7	F1MUW2	F6URE1
Q16385	Q6P1H6	M0RBI8	F1MXF2	E2QW39
Q96RY5	A0A1Y7VKH5	D3ZU54	Q3SZH4	J9PBH3
Q9Y624	K7N660	D4A039	F1MB35	F1P8I7
Q0VGL1	Q9CY19	Q91Y79	F1N0Q8	F6X604
P51654	Q80TN7	G3V884	A6QQW1	E2RR41
O60245	Q8BH58	A0A0G2K0W5	-	-
Q5SZK8	Q91ZR2	D3ZWX2	Q3ZBB6	F1PV42
Q96P48	Q9ET54	F1LQX9	Q1RMQ2	Q9TSZ6
Q9NYI0	Q8K4P7	G3V830	A6QLC9	F1PNX4
P04196	P53798	A0A0G2K149	A0A140T834	J9P6J2
Q9GZP4	Q6P1H4	D3ZCX6	Q3SYT6	J9JHH0
Q12879	Q9JHW2	B2RYC9	Q58D72	E2RG98
O15195	Q62282	D3ZY44	Q0P564	E2R0Y6
Q9NRZ7	Q8CFI0	D4A254	F1MCA6	E2R235
O60942	Q91V09	O08618	F6RYN2	F6XPQ5
Q99569	P17427	D3ZXE2	P10103	F1PJ01
Q9Y6A9	Q8BJQ4	Q6P7D5	Q6GV17	E2QWJ2
O96015	P56484	O09171	E1BLB4	F6PN86
Q5TD97	Q8VCB3	B1WBM3	A3KMY1	-
Q92766	O70303	P07153	E1BNN6	F1PQP3
Q8IXI2	Q9QWH1	G3V8C9	P10894	J9PBJ8
Q13093	Q8K5C0	Q5XI83	-	-
Q9NX14	Q60644	B4F7B2	Q3T904	E2R246
O00178	P63242	D3ZQL8	Q6IE76	E2RTJ0
Q9UI15	Q3URE9	A0A0G2JYR4	F1MWS0	F1PLA0
Q9UIW2	O35544	D4A7X9	F1MLT2	F1PGU3
P51692	O35551	Q6AYC9	F1MH56	F1PHE5
P59047	Q7TSZ8	D3ZBK4	Q2KI50	E2RL10
O43399	Q3UKJ7	P12346	A7MB69	F6XYR9
Q96J77	Q9CQ19	D3ZJR6	Q08DW0	E2RL21
P47900	Q9D6S9	P27321	P12820	F1PJ10
Q9BZF1	A0A1D5RMD1	-	-	-
Q3MHD2	Q9JKP5	D3ZS99	F1MMF4	F1PIU2
Q29963	Q9JI99	G3V8A3	G3MX25	J9JHH4
Q92503	Q8CGP2	B4F7D1	E1BNG1	J9P395
Q8N398	P58500	Q99PR0	G3MY88	J9P935
P20823	O35714	Q45QJ4	G1K1L8	J9NSD2
Q96LY2	Q7TNR6	A0A096MJB5	F1MF57	E2RFT5
P52736	Q9D8I1	D3ZNK1	A4IFV2	F6XRS2
Q8IYK4	Q9D275	A0A0G2KA26	Q58DK1	J9P4B4
O60927	Q61624	-	-	-
Q9BXL5	A0A0R4J031	D4A7T9	-	-
Q9ULJ6	Q91WC9	P14270	G3X7E9	J9NW98
Q9H910	Q6PDM1	M0R4W4	Q9N287	Q5XNS0
Q15223	Q78WH7	Q5XIS2	P06526	E2R3M4
Q7KZS0	Q7TNH6	D3ZZL8	-	-
P17900	A0A0R4J0B7	Q8CGU4	Q3MHX5	E2RB43
Q8WYD7	P07310	Q920A6	A6QNX3	F1PDK6
Q9GZU7	P37172	D3ZI35	P05630	E2R3V7
Q8IWE4	Q925K9	D3ZSZ6	F1N1N8	E2RG35
Q9UBF6	P41241	F1LTF8	F6PZ29	J9P8B8
P12314	Q8BX94	G3V6B7	P00760	E2RI01
Q9ULE0	Q99N80	D3ZPZ3	G3N1G6	J9NXU8
P57086	Q6PHB0	A0A0H2UHR6	P83939	F1PS62
Q9Y487	Q8VC65	P67779	F1N6M1	F1PJW5
P02775	Q3TDQ1	A0A0A0MY02	F1N118	J9NWT7
Q8IXM2	Q8K1Y2	Q5GAL9	F6QDP6	E2R7A2
Q9Y2C9	G5E8J6	D4A4X6	E1BCF4	E2R930
Q86VI4	E9Q1Y1	F1LP07	Q28068	E2RD80
P15954	P62073	Q6AXS9	Q0II74	E2R032
Q12852	Q9D1H7	P11883	Q08DM8	J9P1Q3
Q9Y6K5	Q5FW52	B2RYV0	Q0IIH0	F1PEB2
Q5K4L6	P17950	Q6AYR5	F1N4A1	E2QVF8
P13646	P97429	-	-	-
P86496	A0A0G2LB91	Q62959	Q0VCC5	F1PQE5
O95677	Q8R184	F1LM10	A7Z038	F1PHB7
Q9H773	P08775	D3ZIF1	F1MYG2	F1PPT2
Q96QC0	Q9R1T4	-	-	-
Q86U90	Q02650	Q62667	E1BN18	E2QVF4
Q6P3X8	Q0VDQ9	-	-	-
O95704	Q8R127	-	-	-
Q9UBV8	Q8BNE1	-	-	-
O75164	Q9WUA2	G3V9Z6	A6H727	F1P973
Q9UNI1	Q99JL1	Q8R5I7	A6QLV6	E2QY38
Q96FA3	Q9R087	P97583	F1MF00	F1PIA4
O75880	Q32P08	-	-	-
Q8NB14	Q7TMF5	-	-	-
Q9BRU9	P56394	-	-	-
P15090	Q921D4	P70606	P03968	E2RFN3
Q05469	Q9QZQ3	Q5I0I5	P82928	E2QSZ2
Q8N3Y3	Q8BFQ8	F1M154	Q2KI54	E2REG1
Q969V3	Q99JH8	A0A096MK47	F1MPC5	F1Q2C0
O94842	Q3V3W4	J3KTS0	P04759	E2RP08
Q68CZ6	Q61762	D3ZUV9	E1BGQ5	E2RKW6
O43196	D3YWN7	D3ZHS3	F1MGS9	J9P224
Q2TAY7	P59279	Q63159	P07688	E2REH6
Q9ULX7	Q8JZX5	Q6P503	Q32PH7	F1Q2B3
Q6PK81	P00158	-	-	-
Q8WV16	Q9JI59	M0R3S6	F1MC02	F1PWD8
Q9Y5B6	P10854	Q5M829	G3N0R8	E2R446
Q7Z6M1	Q7TSI1	-	-	-
Q5VSY0	Q7TQI8	Q9JKE9	Q06600	E2RQX7
P28370	Q99N20	P02692	Q0VCF1	F1P9K1
Q9P2G1	Q78PG9	-	-	-
P18084	A2AVQ5	P24062	P25712	E2R9K6
Q5TKA1	Q9JJY3	Q5XHZ2	P84798	F1PZE9
P06858	Q9D826	-	-	-
P29074	Q8BG40	Q1LZ51	E1BMI8	F6XAE9
Q9BU61	Q9DD24	P04799	G5E5D9	F1PZA0
Q9GZY8	Q9QYZ8	G3V668	E1BDF9	E2RFX1
O95264	P40226	Q75N33	F1N145	E2RK65
Q8IVS8	Q3UZD7	P62268	F1N2T5	-
Q5T7N3	G3X925	O70351	E1BMR7	F1PPJ7
Q9BRP1	P22387	D4A9P0	Q56JZ7	E2RPC1
Q9P227	Q9EQT6	Q9R0W0	E1BMY0	J9NTK2
Q96ME7	F8VQK5	P49088	F1N616	J9P2Y3
Q16698	Q8BUR4	-	-	-
Q0VGM3	O35954	Q07257	G5E568	J9NUD1
P0CG38	D3YXR2	Q9QZK5	E1BCH8	J9NXA1
O95363	Q8K268	F1LRE1	F1MDA1	F1PI29
Q96JA1	Q8CI78	Q4QQW3	-	-
P13796	P08607	P35433	F1MZV0	E2QXX0
O95502	Q3UV11	-	-	-
Q06455	O35973	D4A709	A7MB44	F1PRU1
P57682	Q8K1C7	Q642B2	P07926	F1Q2G0
Q9NP87	Q8BGJ9	B5DF66	E1BB54	J9NYC3
P26006	O89094	-	-	-
Q13443	Q9QZ41	Q9Z1L1	Q148D1	E2R968
P22466	Q8C263	P21704	F1N6I8	J9P1F8
Q3KPI0	Q8R3J5	-	-	-
Q8TAM2	O08643	Q5M936	Q2KIR8	F1PYX6
Q9BUN5	Q9DC04	O89035	E1BJT5	E2RQC3
Q9ULI4	Q9D1R1	M0R9I1	F1MSM1	F1PTR9
P08861	Q29ZQ5	D3ZRH4	E1BF03	E2R0H5
Q9ULC4	Q8BZY3	-	-	-
Q8NBE8	Q3ULN5	G3V7Z5	F1MZD3	E2RFM8
O75962	P25801	B5DEF8	F1N3I3	F1PIR7
Q6UWU2	Q8C850	Q5M826	G3MX87	J9P403
Q86VY4	B9EKC5	F1LSS7	F1MMU6	J9P1Q0
P23381	Q9ERG2	G3V7V7	Q58CQ2	E2R4A5
Q9BYI3	Q9D2L9	F1LY78	Q2YDC9	E2R462
P18075	Q9D786	Q9Z0W7	-	-
Q96J84	Q8CGW4	Q66H21	-	-
Q9NX65	Q91WL6	B4F7A1	F1MK58	F1Q3M0
Q969H4	Q8CBD1	F1LZN9	E1BPW2	F1PJN4
O15079	Q9DBM8	D3ZJ07	P04409	E2QXP1
O43184	E9PZ11	A0A0G2K340	P26895	F1PNG2
Q5HYK7	Q5PR68	D4A193	A4IF69	F1Q0V9
Q6Q788	A0A1B0GRM2	D3ZF29	Q58D45	E2R4G1
Q9BQ61	Q9D6I9	D3ZVD4	Q2KIY1	F1Q357
P08174	Q8BG34	Q6YDN7	E1BM34	E2RDI8
Q9NR21	A0A286YDI4	A0A0H2UHI8	F1MSZ5	E2R1I8
P05976	Q9QYS9	D4A7U1	E1BHM5	J9NXT6
P49756	Q8VI84	-	-	-
P62839	P28359	P26801	F1MBJ5	J9P9H9
Q12866	A0A140LHD1	Q5U3Y0	E1BM20	F1PJ61
Q02833	Q8BGN6	-	-	-
Q5TA45	Q69Z69	P13086	E1BPR7	E2RLU0
Q86WG5	Q99KK7	P10818	A6QR28	E2R1S0
P20807	Q62232	Q6RJR6	Q2TBQ0	E2QX81
Q92934	P03911	P19377	-	-
P07451	L7N451	-	-	-
A0A096LP39	B7U582	Q62951	F1N543	E2QWQ2
P04628	Q61290	F1M9X1	F1N1M5	E2R468
Q8N474	Q921H9	Q9ESC2	F1N021	F6XYS8
Q9UI33	Q9WUQ5	Q91Z79	F1N2L8	E2QXY4
Q5T7V8	Q99LJ3	Q75T81	E1B8M5	Q5R1P3
Q7Z2D5	Q6VVW5	A0A0G2K250	G5E5L4	F6UMQ8
G2XKQ0	Q7TPG8	F7FQD8	F1MRF3	F1PQM3
P00748	Q8VE38	P52500	A5D7M1	J9P9L8
P11597	Q8K0C1	F1LSM5	Q3SZ12	B9VTT2
Q5JZY3	Q9CQI4	-	-	-
O94762	Q60821	G3V9W0	-	-
P0C7W6	Q8C2E1	A0A0G2K0I1	F1N0C8	E2RK67
Q5T0U0	Q9QXH4	F1M8A4	F1MG39	E2RGC7
Q9NYH9	O35130	A0A0G2K7U4	F6PVF9	E2R3Q0
Q9UHB7	P41272	Q5XI55	E1BLX1	E2RBP8
Q9BU70	Q91ZP6	Q8VD50	O46471	F1PF35
P56381	Q9JHK5	D3Z9Z7	E1BP02	E2RQT8
O96005	Q19LI2	D3ZWN3	A2VDZ4	F1PUP3
P20382	Q9QWG2	P37361	A4IFL6	Q8MJW8
Q9UK99	P33434	D3ZGQ2	G3N022	F6Y4R5
Q15012	Q8CI61	D3ZSB7	F1MYL0	J9NST3
Q9Y3Q3	O55176	F1M6J5	F1MYN4	E2R2R0
Q9H239	Q6P6A2	Q6AYF9	E1BNA8	E2RFU5
P05231	Q9QWK4	-	-	-
Q8N5V2	Q8R1H8	D3Z8N4	E1BFT8	F1PWR6
P60896	P43404	G3V663	P61602	E2RS11
O60704	Q9Z1K7	Q9R1M3	G5E5K5	E2RNU2
P32297	Q9WUR0	P19327	E1BK27	F1PSQ5
P30622	A0A0R4J166	Q5I0M6	E1BH77	E2RN97
Q86XE5	Q5ND04	D4A7M5	F1MLG2	Q34101
Q9Y5X9	P08074	-	-	-
Q2VWP7	Q9WVP6	P0C0K7	-	-
P68543	Q6P1E8	A0A096MIZ5	F1N521	J9P625
P14653	Q4KWH5	Q9JI12	Q2KIP5	F6X7T6
O43462	Q9CR08	D4A9Y1	E1B8N8	P10673
Q53QZ3	Q9Z0M5	-	-	-
Q5IJ48	Q6B9Z0	D3ZYP9	F1N062	E2R780
Q8WWN8	A2ACU7	F1LXA9	F1MNJ2	J9JHK8
Q16720	Q9WTS6	D3Z957	E1BJI7	F1Q0W4
Q52LR7	E9QLR9	-	-	-
Q9BYR9	P97361	D3ZP72	P34942	E2QS81
Q9BWI9	A2A559	A9UMW3	Q32KS3	J9NTZ3
O75752	P58390	G3V7Q3	F1MNJ4	J9P2R5
P48645	Q80VX2	P15304	-	-
Q8NFZ5	Q61286	D3ZZW1	A0A140T8B0	J9P1I0
P55039	Q6Y4S4	-	-	-
Q2VWA4	Q499D5	D3ZII5	F1ME77	E2RCX1
Q7L775	Q925Q8	Q6MG75	A2VE05	E2RJ66
Q9NSC2	Q9D2X0	F1LS35	F1MFD0	J9P917
Q5W7F7	Q3UMY5	P97689	Q0V8G8	E2RH20
Q9UM00	Q6PIE5	F1M7V9	Q5BIM2	F1P6W0
Q9UP38	A0A0G2JGN5	Q6AYM0	A5PKH0	F1PSK3
Q9P1Z3	Q99K67	P0C5J5	F1MKV3	F6V6C9
Q9Y3Q4	Q64448	Q5BJT4	E1BPB1	-
Q8N3C0	Q3UDE2	O35263	E1BH40	F1P922
Q92915	A5A4Y9	G3V7F6	F1MWR5	E2RFC4
Q9UQD0	O88992	-	-	-
Q9BTW9	Q811T9	Q4G079	F1MYV9	E2RPQ2
P08729	Q00609	-	-	-
Q7Z3Y8	Q3V1D3	-	-	-
Q8WYJ6	Q9DCX8	B5DEY9	A6QPJ4	F1PL90
Q15120	Q9CRB1	G3V9S9	F2Z4I5	F1PAT9
Q9Y2D4	D3Z0B9	Q64244	F1MDM4	E2RKK3
P58658	G3X9M3	D4A9X7	A2VDL6	F6UTX5
Q9NZL6	Q05421	D3Z8G7	E1BK47	J9NXJ2
Q96T49	Q8K2T8	G3V8X1	G3N1U1	F1PFF6
Q13214	Q8BTK5	D3ZWK2	F1MU50	J9JHA8
Q9Y4C2	P46062	-	-	-
Q96AY2	Q9D5Y1	D3ZYM5	Q0II62	E2REL9
Q3SY56	Q8VHK1	D4A265	A7MBB6	E2RM00
Q9P1F3	H3BLC4	F1LR84	F1MRF5	H9GWD0
P35626	Q8K353	P15823	G5E5Y9	E2RRN7
P31994	Q8R4F0	Q6AYH6	-	-
Q9H9L3	Q3V0Q7	A0A096MK89	E1BN46	F1PKP0
P29400	Q60638	-	-	-
P35556	E9PYC0	D3ZAI4	F1MMZ8	F1PX49
O95259	Q8CIF6	Q6QA69	F1MGR2	J9P107
P07998	Q8VDY9	D3ZSW4	G3MZY4	F6XBS0
Q9HAN9	F6SUV7	A0A0G2JTK4	E1BPL8	F1PK72
B3KWX7	Q920U0	Q02527	A2VE91	E2RNI5
Q32Q12	Q9D2G9	D4A7G9	Q6DTZ8	E2RTK3
Q6S8J3	Q99JU7	Q68FQ2	E1BBR7	F1PCV7
Q6ZMY9	O35698	Q6MGA6	Q3T0Q0	F1PWA3
Q4U2R8	Q03157	O09018	Q08E42	E2RTI7
Q8NHH9	O35926	-	-	-
Q9NQ66	A3KGF7	Q9ESN0	Q08DM7	J9PAC0
Q96G74	Q8BQM4	Q6AYE7	Q3ZBL3	E2RPS1
Q9Y5T5	P02772	G3V7A7	P27479	F1P7C0
A8MTY7	D3Z792	F1LPI5	E1BGG3	P41324
Q9NNX6	O55112	O88450	G3X7G8	E2QY66
Q86WP2	Q8BNW6	I7GAZ6	F6RG63	J9NRM9
O75914	E9PUB7	F1LUW0	A4FV35	J9JHF4
Q6YHU6	Q9CXF7	Q5RKH6	F1MH70	F1PFK1
Q9BRK5	P68181	Q499N5	Q1JPA0	F1P616
O94760	P63321	D3ZS72	-	-
Q9H477	Q3TFC2	O70150	F1N6H0	E2QWE5
Q9NRX4	E9Q9W4	G3V9E5	E1BF32	J9NWZ7
O95754	P29387	D3Z8E6	Q32KL9	E2RAW6
Q9H6U6	P08730	F1LQT3	E1BJK1	J9PB05
Q9BR01	Q8VHP6	B5DEQ1	F1MLN1	J9NTL2
Q9HBI0	Q91W16	F1M9X0	F1MYX4	E2RBV1
Q11206	Q80YE4	Q63624	P08169	F1PU99
Q16832	Q3UNH4	D3ZYM4	A5PJS1	F1PCC1
P01589	P09027	F6R0A3	Q0V7M1	J9NTP9
P43361	Q91X44	Q5XIM4	F1MRS2	Q95JD5
P03950	E9Q357	G3V7I9	A7Z042	J9NZZ0
A0A0S2Z6H0	Q9Z1L8	-	-	-
P0C0E4	G5E8J4	Q641W5	E1BEI3	E2QST8
Q8WUH2	G3X9Y1	A0A0G2K6V0	F1MWT0	J9P5I3
O75477	Q9JMG1	-	-	-
P08048	Q8C5W4	D4AAB5	P38447	F1PWF8
Q96L73	A0A0A0MQ97	-	-	-
P62891	A2AG50	E9PTW9	F1N1Y9	F1PXM1
Q8NG41	P21274	A0A096MJ32	Q2KIH1	F1Q3I9
Q6ZNE5	Q6NVE8	D4AEE9	Q0P5C2	F6XRA9
Q15751	P97769	D4A586	A5D7S7	J9P6I3
A1L190	E9QM61	D3ZLP2	F1MZ74	F1P7L1
Q99697	E9Q3Y4	-	-	-
Q9Y6U3	Q9JJ89	-	-	-
A0A0S2Z4Y0	Q6NWW5	P0CF24	F6RJN8	F1PA48
A6NHJ4	Q3TCJ1	F1LMR7	A6H7G2	E2RLY4
