O15116	P10598	Q91XL4	F1MRE1	E2R4V5
Q14005	O09127	Q5M863	E1BHR8	J9PBI9
Q8N6R0	E9Q9Q0	F1M541	E1B9L7	F1Q0Y7
Q86XT2	Q80YG3	D3ZSK6	F1N5W4	E2RJA1
Q9UHV7	Q6ZQB6	D4A189	Q0II90	E2R048
P47870	Q3ZAS0	D4A050	P55206	F1Q0B6
Q9P273	Q9Z0Y2	-	-	-
Q86WT6	Q8VDL4	B1WC05	-	-
Q8N0V3	Q8BG33	Q566R4	Q32PI9	E2QWI8
P04279	Q9Z2I8	G3V8G2	Q0IIL6	J9NW81
Q9H1R3	Q9CZ91	F1M265	Q3T061	F1PQD0
Q8WYD4	A1Y9I9	F1M1H0	Q17QU7	E2RH73
Q9Y2J2	Q64511	A2VD12	E1BCZ6	E2R3F9
Q9Y5Z0	Q9WVG7	Q8CGQ0	F1N480	F1PXV5
Q96PV7	Q9EQ16	M0R7X9	F1MJ00	F1PT35
Q9UG63	Q9CXK8	P62716	Q3T0Z8	J9P249
P49642	Q9CYA6	D4AE75	F1MF42	F1PU84
P01876	A0A1W2P6E1	A0A0H2UHZ4	F1N601	E2RDK8
Q96GC6	Q3TQ03	G3V8E0	F1MIY4	E2RIW1
P15882	Q920E6	D3ZZR0	F1N6M2	F6Y6T8
Q5EB52	P49945	Q80XF7	Q3ZC60	F1PZ65
P69849	P97318	G3V8G7	A6H6W8	E2RL21
Q08648	P01942	M0R976	F1MGR2	J9P428
Q9Y657	Q9WVC6	Q63827	F1MBL1	F1P999
P06132	Q3UHX2	Q5BK59	-	-
Q96KP6	Q8R2R9	-	-	-
O14958	Q8CIA5	Q8VHV7	E1BIN8	F1PF40
Q3KNV8	O09044	Q76MX4	Q1LZH0	F1P671
Q92743	Q8BND3	P31000	F1N2I3	J9P639
Q9HCN8	Q8BU11	A0A0G2K9U6	-	-
Q6ZWB6	A0A0A0MQ73	-	-	-
Q14166	Q9DBR0	Q4V8B4	E1BHI0	F1PNY0
I3L0E3	Q9QY24	D3ZDZ1	E1BPD6	E2RBL8
Q9Y5P8	H3BJD7	Q6IG01	E1BL02	F1PF61
P06276	P10853	D3ZAN4	Q8HYW0	J9PBI0
Q6XE38	Q8BLY3	D3Z8Z2	F1MNV7	F1PJ44
Q8TBP0	Q8CGF1	A0A0H2UHT9	F1N5L1	J9P1X2
O14647	O35392	D4A8B0	-	-
Q9BZR9	E9PY43	Q9EPB1	F1MDA6	E2QX80
Q9HCJ0	Q6PGB8	D4A7V0	F1N4M7	-
Q7Z2E3	Q9CZE3	F1LZQ6	A4IFP7	F1PYR0
Q8N543	O35709	F1LR05	G5E642	F1Q2P2
P00167	Q3V3Z3	D3ZHX4	F1MWQ2	E2R1D2
Q14320	P54751	-	-	-
O95319	E9QAK6	F1M6W1	A6QR05	F1PP92
Q9BYV9	Q8BZB3	A0A0G2JSY9	-	-
P23109	Q8R1H8	Q505I9	-	-
Q8NG57	A2BDX3	Q66H30	A0A140T8A2	F1P6H3
Q9BV40	Q8BKS3	D3ZH38	Q3ZBG6	F1PJY5
B2RTY4	Q9EQC5	Q5U1Z2	-	-
Q6TDU7	O35400	F1M6N0	F1MHW2	F1PR74
Q6P1X6	Q0HA38	Q5BK53	P54149	J9NXP7
O95411	E9Q137	A0A0G2JZF5	Q9TR36	J9P197
Q9H9V4	Q8CG64	Q5PPH0	F1MCU6	J9NZG3
Q969N2	Q9DCU2	A0A0G2JSQ1	G3N143	F1PS73
O96011	Q9D9Z1	D4ACC8	Q3ZBA7	E2RTG5
P09525	P54729	G3V7X5	A0A140T874	E2RH21
O15258	A2AWL7	G3V882	Q3T0G5	E2QU91
Q8IW41	Q9CQS2	F2Z3R0	E1BFE2	J9NSS7
Q53H54	Q9Z1T5	B1WBW3	F1MI43	F1PSF0
P98095	F6V035	D3ZNT6	F1MY21	F1PC34
O43583	Q641K1	F7FD47	F1N2V3	F1PC61
Q96RS0	Q99MK8	A0A0G2K798	G3N0U8	F1PLN6
Q8IWA0	Q62219	P0C2N6	G3N0I7	F1PN35
Q9NQY0	Q62079	D3ZS74	A5D798	F1PIR0
Q8NA72	Q99LS3	P29266	E1BCH5	E2R9U9
O75954	Q8R3U1	D3ZTJ6	F1MLB9	E2RDH0
Q9BZI7	Q9CYC5	A0A0G2K9F2	E1BBI8	E2R8F5
Q5T4F4	Q0VF55	F1LN63	Q2NL23	F1PAS8
Q9UMW8	Q9CZR3	A0A0G2KAH3	F1MBA6	F1PAK9
O94907	Q99M08	D3ZTH1	G3MWH6	E2REC1
Q9BXW6	Q8BK08	M0RD40	E1BBT8	J9P4Z0
Q8NCI6	Q9R144	F1LU27	Q2HJ88	F1PAD0
Q8N468	P61264	F1M989	A4FV85	J9P1K3
Q8NB49	Q8CIT0	Q29RW1	F1N766	F6Y5C5
Q9UIY3	O70166	-	-	-
Q9BTT4	P23772	D3ZIU2	P26882	E2QW00
Q9NRX5	Q6PCN7	M0RAI9	Q1JQ98	E2RHB1
Q8IYR0	Q9ESF4	D4A8F7	P00711	F1PZH7
Q96GX9	Q9R0L9	P97831	F1ME94	F6X539
P21817	Q7TT00	Q9JK79	P0C914	F1PQD4
P19883	Q8BUI3	F1LMU7	E1BCJ0	F1PWW4
Q5JST6	Q9JJQ0	F2Z3S0	F1MS01	J9NZ21
Q9NRY7	P30115	O70420	Q02378	E2RAN1
Q9BUG6	P11032	A0A0G2JUS6	A0JNJ4	F6XM67
Q96AX9	Q8BUM9	D4A7U8	F1N797	F1PA86
O95257	A0A0R4IZY0	P13852	P08166	F1PLG9
P21453	Q9QWI6	F1M3B3	-	-
Q6ZMG9	Q64389	D3ZJ01	A8QQF2	Q3BCQ5
O43781	L7N480	P04774	A2VDK8	E2QYG5
P18074	A2A690	A0A0G2JTM9	F1N786	J9NZ97
Q8TBK6	P35329	M0RCV5	A5D7H2	E2RMV6
P22531	Q9CWS5	P0CAX5	P08057	E2RKU5
Q8IVU3	Q8K0G8	D3ZN23	E1BG12	J9P673
P06681	Q91YP1	Q6TUH7	E1BIT2	Q95N05
O75771	Q8K003	-	-	-
Q86XZ4	P01029	D3ZPS9	F1N7E8	F1PNP1
Q7Z6G8	Q8BLY7	A0A0G2JZM0	F1N5M5	E2R9R3
Q6NSI4	Q8CIV8	D9I2F9	F1N6H1	E2RJC2
Q9UPR3	Q9CPV4	M0R6J0	G5E5G9	E2REP2
Q8TDR4	Q9CXI5	D4A261	Q59A28	E2QTF1
Q9BXT4	P57016	A2VD15	P82670	J9P9F2
Q01433	Q6PHQ8	Q62717	J9JH84	E2R6P1
Q13510	Q9D8T2	F1MAK4	A3KN24	E2RGJ5
Q9Y328	Q61592	F1LSN8	Q2KHZ6	-
O43247	Q8R1Q0	Q3T1I2	G1K1Q0	F1PIW8
Q86SE5	Q6P1C1	A1A5S2	P11064	E2RBY0
P57077	Q91WQ0	F1M076	P00741	E2RET6
P57058	Q8K2Q0	D3ZSY8	A7MBF6	F1PTG6
O95865	Q91ZR3	D4A4A9	E1BIZ2	E2RMD9
O76061	Q5RJG1	Q5PPG8	-	-
O95976	Q8BVK3	-	-	-
P04234	Q06770	B5DFL0	F1N2G5	J9P3U6
Q8N573	Q9DD16	Q5XHX5	F1MCY0	E2RM69
Q5SYB0	D3Z5L6	D4ACU2	B2BBK0	J9P8T0
Q8IXJ9	D3YZZ5	E9PSJ1	G3N248	E2RBZ1
Q96QT6	Q8BI21	D4A6X3	Q2KIY8	J9P0K5
Q9H254	O08543	M0R9L0	E1BKJ0	E2R4Z8
O00622	Q6P2L7	Q9WU70	E1BDE8	J9NYQ8
Q8IXM7	P41245	F1LPL9	E1B7B3	E2RSA2
Q9BYN0	P09022	Q5PQX4	-	-
O60636	Q9QY15	A0A0G2K4I3	Q2HJ96	E2R7Q0
D6RGH6	E9QN47	Q9Z2K0	Q3T0F7	J9P545
P14784	Q9QZB9	P04634	Q0VC03	F1PV98
Q99877	Q9DAU7	-	-	-
P01222	Q148R9	M0R3K1	E1BDG5	F1PZB4
Q8N239	E9Q4Z2	A0A0G2KAF8	F1MLX1	F1Q2J5
Q8TAP4	Q8R173	G3V7Z6	E1BMA5	F1PZK8
O00168	Q9JMG2	D3ZP78	A7YWC8	E2RBS0
Q96B86	Q8R0Z5	D4ADJ5	Q17QD8	F1P8Q7
Q9HA92	A0A0A6YY83	Q8K4R8	E1BDD7	A0A140T8E3
P01210	Q3UHA3	Q8CJH6	E1BLK3	E2RM50
Q96DE5	F8VQ52	-	-	-
Q8NI37	A0A0R4J1A1	D4A5X1	E1BJQ7	F6UY11
Q99426	Q6Q477	A0A0G2K9L2	-	-
Q9BPU6	Q99LE1	D3ZW02	F1MC84	J9P2K2
P35030	P02463	-	-	-
O94827	Q920F6	Q498D0	-	-
Q7RTS1	Q8VCD7	-	-	-
Q9BVK6	G5E829	A2RRU3	F1N2P3	J9P7A9
Q9NYS7	Q99MZ7	-	-	-
Q8N350	Q8BWG9	Q99PJ7	Q17QE6	E2QYD0
P08779	Q8BTV2	A0A096UWG1	E1BL76	F1PPR0
Q9NSK0	Q8VDF2	A0A0G2JWA8	F1MM57	J9P4C3
Q86XA0	Q3UV17	A0A0G2JXZ9	A7MB53	F1PF47
Q6FI81	Q9QUR6	D3ZQL6	Q5E938	E2R1E3
P46734	Q3U319	D4ADT9	F6QHN4	E2RK83
Q31612	Q9JJF2	Q8K3X8	E1BBQ1	E2RF50
Q8TEX9	O88487	-	-	-
Q2T9K0	Q64FW2	A0A0H2UHT3	Q58CX9	F1PKY0
P48449	Q01815	D3ZUM2	P35605	E2RLX8
Q8NB25	Q61830	B2GV58	F1N0T0	E2R6Z2
P55017	Q9JJ59	D3ZDN4	F1MRM9	E2RG16
Q6ZN17	Q8BJ05	B0BN56	A6QQK2	E2RT56
Q92484	Q3TWL2	Q6AYJ4	F1N110	F1PNG4
Q96JN2	B2RUR4	Q5XHX2	E1BLM1	F1Q018
P50993	Q91ZE0	P31421	F1N4M1	J9NW61
Q9HD47	Q3UHF3	-	-	-
Q8IUC6	Q6P9R4	-	-	-
Q9H490	P97321	O88917	O77784	F1P834
Q6PUV4	Q9D593	B4F7D4	-	-
P02749	D6RCK0	F1M4Q3	-	-
Q6UXB4	Q7TN58	A0A0G2K9M5	F1N3D2	Q9MZY0
P01270	Q8BMY7	D3ZYM3	F1N2N8	P24408
Q96C19	Q7TQK4	Q8CHN6	A2VE53	E2R077
O00445	P47743	M0RE14	F1MZF2	F1PIQ6
Q8IXS6	Q9JK84	D3ZHR2	Q08D81	F1P650
Q8IYM1	P63089	D3ZAQ2	A6QQJ8	E2RMD4
Q13232	Q99PQ2	Q6J2U6	E1B9K3	J9P283
Q9HBE1	O70145	A0A0G2KAW9	A0A140T829	E2RCL8
O75128	P48760	Q5U2S8	Q3T0A6	E2QTN7
Q5VZK9	Q8CF93	D3ZIP1	-	-
Q96EY8	Q8R332	G3V8M4	F1MTF1	J9NU85
Q9UIF3	P09084	F1LZJ4	E1B6Y9	E2QUD8
Q9Y5R8	Q8K4V6	D3ZMH5	-	-
Q06413	O35984	-	-	-
Q32P44	O35604	D3ZA45	E1BNC7	E2R161
Q9Y3E1	P55288	F1M1B9	Q9XS94	F1PDD7
Q93077	Q99KG7	P70610	A4IF67	J9NZE3
P30047	Q8CH09	-	-	-
Q13951	Q91W67	Q5BJU7	F1N6U3	J9P4B9
O14977	O35668	Q8CFD0	F1MSU3	F1Q3H3
Q6X4U4	Q9JJF9	A1A5P8	F1MRH1	F6XY50
Q68EA5	Q8K5B1	-	-	-
Q86XN8	B2RXQ2	A0A0G2KAM4	F1MQQ8	F1PHP1
Q86YL7	B2RUJ5	F7EN52	A5PK03	E2RP78
Q6VY07	F6RCF6	O88272	E1BEZ6	J9P238
O14523	Q8K5A4	D4AC26	Q58DR6	E2QWU5
Q8WVY7	Q8VEI3	Q569C0	E1BE32	E2RSH5
Q6ZVD8	Q8K342	F1LQW5	G3X6N7	F6XX71
O15539	Q8BGK2	-	-	-
Q9NYW3	Q9WUL2	D3ZFW5	Q9TTF5	F1PQD5
Q8NHZ8	O35639	Q6IE75	F6QNX4	E2RKI4
P05114	Q7TPW1	Q6IFX0	F1MHZ4	F1Q3P9
Q9BT88	Q9Z0P5	A0A0G2K419	F1N7V2	E2RGC2
Q9NSN8	Q8R5K2	Q5XIF1	E1BNU4	E2QX39
O94993	Q8R239	D3ZI62	F1MIU3	F1PHK3
Q9Y4G6	P09025	D3ZP93	Q1JQB6	F1PLC1
Q7Z5B4	P97371	D4A5K6	F1MX60	F1PJ01
Q9NS37	O35855	B1WBS4	F1MBK3	J9NUL8
Q71U02	P48999	P06211	F1MQF4	E2RA30
P28340	A0A286YDM6	-	-	-
P49641	Q19A41	Q5FVT6	F1MPJ3	J9NXE7
Q9UBX8	Q9CZT8	D3ZP81	A6QLV6	F1PQ37
Q15527	Q9JJW5	-	-	-
Q8NCD3	Q9D494	-	-	-
Q13402	Q6ZPI0	D3Z8N7	-	-
O60938	Q61660	D3ZPB8	F1MFP5	F1P7M7
Q9H9A6	Q8K2J4	D3ZVF2	E1BGB0	E2RGD8
Q14590	P61804	P45352	F1MX64	F1PF06
Q969Y0	Q5U5Q9	-	-	-
Q14802	Q3UV88	B0BMZ5	G3N2R8	F6UNT4
P30203	Q6PGF3	P61376	F1MSE0	E2RBX4
Q14914	Q6P9S1	P62845	E1BEH6	E2RFL3
Q9NUD5	Q99P25	F1M4C7	E1BDC4	F1PA43
P24278	Q7TNG8	P13109	E1BPS4	E2RIZ1
Q719H9	Q6NVG5	P15384	F1MTJ5	F1PCN5
Q96A65	Q3UFS0	-	-	-
Q9H9A5	Q6S5L9	D3ZNR4	Q29414	J9NTS4
A6H8Z2	Q9D742	A0A0G2K5Y3	A7E2Z0	J9P318
O75143	Q6PEB6	P47197	F1MFH5	E2R135
O00401	Q6I6G8	F7ESD4	F1MMG3	F1PEM6
O75663	P47806	Q5XIH6	-	-
Q9NQ48	Q91W98	D4A612	F1N377	J9P1V7
Q9NQW7	E9QAP7	B2RZB5	F1MUP9	E2RSQ3
O95622	Q8K2P1	G8CYZ7	A7MB65	-
Q8TBJ4	Q9R0S3	P85973	F1N1K5	J9NU40
Q13542	Q0VGT4	Q4FZS5	F1MG30	J9NS67
Q9NX62	Q9JHW2	G3V693	F1MZP4	F1PF17
O14727	Q8VDK1	A0A0G2K5G9	G3N387	J9P0P5
Q86SG7	Q9CXH7	D3ZSG1	Q17QN6	E2R7Y2
P56962	Q80XC6	P36506	Q2KJ58	J9NY18
Q96JH8	Q6ZPR1	D3ZXF8	E1BNW9	J9P9I0
Q9Y240	P61971	Q6AXT5	P02548	E2RDE2
O00222	Q9D9H3	P63149	F1MXR2	E2R122
Q6DKK2	Q91XS1	P27867	F1MR62	J9NUC4
Q9Y5Z7	Q8BH98	-	-	-
O95477	Q3U466	Q6AXP1	F1MEN7	E2RSJ0
Q6PID8	Q8BUM3	A0A0G2K443	-	-
O75112	Q7TM95	-	-	-
P61916	E9PY95	D4A0T9	E1BI52	J9PB24
P02649	E0CX53	Q5I0C9	A6H7G8	E2REA2
P51854	Q9DC47	B0BND2	F1MLP0	F1Q4J4
Q8WYL5	G5E8N7	-	-	-
Q658Y4	P05622	D3ZLR9	F1MLY6	E2RKU1
O43257	Q8K1B8	G3V6S6	F1MT64	E2QW22
P55287	O08760	P52500	Q2KI40	J9P9W2
Q9UL41	A0A0R4J0G2	P05504	F1MWF2	E2RGP5
Q8NCS7	G3X8W1	M0R7U6	F1MUW5	E2QY20
Q9H2E6	A0A0R4J2B2	B4F7F3	A5D7B0	E2QU81
O60306	Q9D0F3	O88550	A2VDX8	E2RQA2
Q9UQK1	Q3U0J8	B0BN57	K7DXW3	E2QZ59
Q7Z333	Q9CRD0	Q5FVG2	E1B8X4	-
P51523	P49003	Q9R1T7	A5PJY4	E2QUH0
P35612	Q8BIX0	Q8R2H0	F1N4A6	F1PA00
Q8N865	Q3TRR0	-	-	-
A6ND48	Q9JIW9	Q5PQN0	F1MTC3	J9PAJ5
Q9NZI8	P14685	A0A0G2K654	A5D989	E2RF73
Q8IZA0	Q61809	Q5U2S4	F1MNY2	F1P651
Q9UPW0	F7BJB9	-	-	-
Q14624	Q9CZV5	G3V620	E1BBS1	E2RM44
P50591	Q9DCC5	A0A0G2K089	E1BEK3	E2RR78
Q01432	Q8K010	-	-	-
Q16082	P41133	F1M4U9	E1BF94	F1PI49
O15534	A0A0R4J0U7	A0A0G2JU33	A6QQT4	E2QYJ9
P42331	Q91YV9	Q5BJS9	E1BG25	E2QUL4
O60477	Q9QZ06	G3V750	Q06599	E2RHE6
Q6PID6	Q80TR1	P48768	F1MTS2	G1K285
Q96F63	Q9D4H9	Q5M7T7	F1MBD8	J9P579
Q32MK0	Q80ZI6	Q499T5	E1BIP2	F1PB79
Q06418	Q9DCN2	-	-	-
Q12816	Q923L7	B0BN53	E1BB89	F1PW65
P78559	P97333	D3ZQ30	P61420	F1PAZ6
Q15700	Q8BG51	D4AA67	F1MDV2	F6UMS1
Q08357	P58391	P36970	E1BPY6	A0A1W2NC67
Q6IAN0	Q02152	A0A0G2K0C6	G3N3V6	F1PV15
P08195	P59326	A0A0G2K2C2	A2VE14	E2QXY0
Q01650	Q6PD19	A0A0G2K562	Q3ZC98	F1PUE6
P49247	Q810M1	D3ZHR0	F1MEW7	F1PKP2
Q9NP79	P61924	A0A0G2K261	E1BJ31	F1PMM8
O75132	O88545	P62632	E1B847	F1PRZ1
Q9P0K7	Q8CFE4	Q6AYE2	O77774	F1PBQ5
P84157	Q9QY39	G3V6W2	Q3T020	F1PSX9
Q13439	Q3UFF7	Q4QQS9	F1N272	E2RR38
Q9H8H0	P28474	F1LPM3	F1MDV3	E2RJY9
Q9NXT0	A6ZI47	R9PXS7	F1N783	J9NTR1
Q9Y5A9	Q9DAW9	-	-	-
Q9H0I2	P43006	F1M455	Q2LDA0	J9NY13
E5RIL1	G3UYV3	P48966	A2VE56	F1PK40
Q9HBH7	Q924X4	P56719	E1BP86	E2QY26
Q8TCZ2	O88853	G3V8J3	G3MZY4	E2QU21
Q9Y2M5	E9QJT2	D4A2C6	F1MV53	J9NU21
Q02156	Q9D0D5	A0A0G2K9B4	B0JYR2	E2QWV4
Q9H0X6	O35457	-	-	-
P30613	Q9Z179	-	-	-
Q86UX2	Q8BWR2	A0A0G2JX30	E1BIE5	F1PEF0
Q15417	A0A0R4J0E3	Q6IFV5	Q32L92	E2RCN4
Q8WZ74	Q91ZA5	M0R8V0	Q95L14	F1P705
Q5BJH2	Q9DAU1	F1M7E5	A5PKI4	E2QZB7
Q9UBQ5	Q08369	-	-	-
P58317	Q571E4	A0A0G2JSS7	A5D7L6	J9NSS0
Q96AT1	Q3ULJ0	F7FGY2	G3N2L3	F1P6K1
Q9Y5K8	Q91ZT7	-	-	-
Q8N1V2	Q80UN1	A0A0G2JXY7	Q0VBZ8	J9NSE2
Q9Y4R8	Q8R409	A0A0G2K174	F2Z4J4	E2R3M7
O60462	G3UYR4	D3ZGN7	F1N5A3	F1PHE7
Q07343	P70266	A0A0G2K6E3	G3X696	F6XWQ1
Q5KU26	Q9WTU0	Q5U3Z0	-	-
O75843	Q5SQX6	D3ZHV1	E1BFE6	E2RGZ1
Q96N67	Q9Z1R2	Q6IFV4	A4IFJ8	F1PC28
Q14814	A2A791	B1WBZ4	F1N7H7	E2RJH7
P01588	Q9D9D7	M0R6H1	Q3MHM1	F1P832
P0DI81	G5E869	G3V9C1	E1BC65	E2RMV1
Q96CS4	Q8BW94	Q5U2V4	F1MNS1	E2RJZ6
Q15697	Q9ES82	P30083	Q3T0C3	J9NTQ0
Q96JS3	Q00342	Q5U4F4	F1MRE2	J9NVU5
Q9NSU2	Q66JX5	P35563	F1MYM6	E2R688
Q8WV35	Q921V5	Q6AYN1	F6RDR3	F1PNP0
Q9UBT6	Q9CQ13	Q66HA7	-	-
Q6PCB5	Q8VI93	B3DM89	A5PJG7	J9P2N5
P42357	E9Q0F0	-	-	-
Q92882	P62748	B1WBW7	Q5E9B6	F6XEL1
P55082	Q3USG4	A1L130	Q0VCX3	Q68A91
Q9C0A6	P63042	A0A096MKG0	K7DXW2	F1PIF2
Q495B1	B2RXB0	P13205	E1BNL0	Z4YHF9
O95445	Q9JHR7	F7EYQ2	G3MZP8	E2RJ16
Q8WYE1	Q3V0J1	P48450	F6QD94	F1PCD8
Q9BU40	Q9D2Q3	Q62696	-	-
P01583	P35459	D3ZE05	F1N367	E2RFT9
P14778	A1L314	-	-	-
Q8IWB7	Q9QZS2	Q5I035	E1BAN2	J9P4D3
P55290	Q91YP0	D4A8H6	Q58DI7	F1PVC0
Q8N5J2	E9Q4X2	Q63722	E1BIZ3	F1PQD9
Q13325	Q921M7	-	-	-
Q69YH5	Q9Z0U0	Q9JJI7	F1N2R0	F1Q0E7
P60321	P43407	F1M4N5	F1MY73	J9P776
Q9C093	Q9Z2H1	F1LZ08	-	-
Q8N3I7	P41731	Q6GX83	E1BGY4	E2QW21
Q5T2D2	P21129	D4A3W9	F1MHQ9	F1P714
Q96Q27	Q921P9	Q4G008	F1N5J8	E2RL86
Q9NTJ5	Q8BLF1	O55096	P02192	H9GWC2
O75223	P14901	M0R5E8	-	-
O95393	P70211	Q9QYW4	E1B8X9	E2RPN5
Q00688	P33215	Q8CGZ2	F1N0D6	E2RMD8
P56589	Q49B93	Q99NA5	F1MC22	F6V641
Q9NQA5	P23683	Q3ZBA0	E1BHG3	F6XI08
P00450	Q9CVL3	Q4KLI2	-	-
Q9BXK1	P48298	D4A4Q4	E1BF52	-
O15117	Q8BKF1	A0A0G2K318	F1N4M3	F1PRG2
P49326	Q3U8K7	P01946	-	-
A4QPB2	Q60767	B0BN31	E1B902	F1Q229
Q5SQN1	P58390	P37090	F1N048	E2QX78
Q96T21	O88951	A0A0H2UHA2	E1BKK4	E2RN39
P28838	Q62000	G3V7M5	Q32KP0	E2RD26
Q08722	Q9DC33	Q6IRF7	F1MN42	F1Q2E6
Q6P2C8	Q6P5F6	M0R3W7	Q2KIY7	F1P8J7
Q9BVC4	Q8C050	B2RYD0	Q32L22	E2QW34
P62760	Q8C6I2	P05964	Q2KHU4	J9P3H2
O75586	P0C872	F1LR98	A7YWD0	J9P3P5
Q9Y5X1	Q6P1F6	D4A3T0	F1MTZ3	E2RLJ3
Q8NHQ8	Q9CX34	P16636	Q08E39	F1P8E4
Q96CP6	V9GXQ2	G3V7L5	A7MBB9	J9NXX3
Q6UY11	Q9Z2C5	-	-	-
Q15629	Q9JLV2	D4A6X7	F1MNI7	E2RI80
Q8TCT9	Q8BHL8	D3ZPA7	F1MJW8	J9P9T4
Q9NQH7	O54790	Q4V892	E1BKS3	E2RL70
Q8IYW2	Q07079	D4A1A3	E1BNX7	F1PYD9
Q9UJK0	Q9CPV3	Q5BJW3	A7MBF1	E2RJ67
Q9H5Z1	Q61858	G3V861	Q7YS80	E2R2A1
O43572	O35425	B2GV35	E1BP24	F1PK78
Q8N4S0	Q8BG58	D3ZAD9	F1MYY0	Q9N1Q3
Q9C000	P12367	D3ZTA4	F1MH60	A0FI88
Q71UI9	D3Z3N4	F1LQP9	Q5E9F5	E2RRS7
Q7Z5N4	O54910	P63031	E1BD72	F1PVA3
Q9BUP3	H3BJT4	O35977	E1BF42	J9P262
Q96QB1	Q61704	F1M9T2	E1B9X0	E2R573
Q9Y6Z7	Q8BH44	-	-	-
Q03112	Q80XD1	P08050	Q0IIF0	E2QZT4
O60547	Q8R3G9	P04652	E1BKS5	J9JHM2
P15169	E1U8D0	D4A0Y5	P50227	F1PML5
O75144	Q3U1D0	Q6IMF3	Q3ZBK4	E2RB23
P09564	G3X9C2	D4A8E5	Q1RMH4	F1PLR4
Q8WYC8	Q9D4G2	M0R7C6	E1BE91	E2QWW7
Q14093	Q08501	P14423	Q1KZG4	E2RBT4
P09110	Q3U367	D4ABX3	E1BEJ4	F1PZ44
Q29983	Q80UW0	D3ZHR9	F1MVS4	F1PQW6
Q9BWX1	P56726	D3ZW47	E1BB35	E2RDP3
P52655	F7BWJ7	Q5PQR1	F1MTA8	E2RK17
Q9BQA9	Q6P5F7	Q5XIG6	A6QR57	E2RGW0
P51826	A0A1Y7VJR5	Q4V8F4	E1BDC0	J9NXT0
P11161	E9Q6Y8	F7EM09	F1MTI8	F1Q4F1
Q5U0E4	Q9D5I4	Q5RJS8	F1MG37	E2RN29
Q9H6X5	P12960	F1M4Q5	-	-
Q96PE7	Q02013	F1M7H6	-	-
Q9H2U1	Q8R0B5	Q5RKI0	F1MAZ6	E2RGS2
Q96GN5	Q3UDS4	B0BMZ0	F1MD99	F1PDP8
P04198	D3Z0M9	D3ZDD7	Q2TBM8	E2QVM3
Q13324	P23607	D3ZCP0	A4IFD7	F2Z4Q8
Q9UKD1	Q3TQI7	-	-	-
Q9NRY2	Q8R464	-	-	-
Q96JW4	P70275	A0A0G2JU13	E1BFR1	E2RM41
Q5JVS0	E9Q8N1	G3V7B5	E1BPR9	E2RGL2
O96006	A1L3P4	O88446	-	-
Q16385	Q80W54	Q6PEC4	F1MJ80	F1PGI3
Q96RY5	O08609	P63035	A6QQ14	F1P8G0
Q9Y624	Q3UHX9	F1M0N1	E1BEL5	J9NVT1
Q0VGL1	Q8K2K6	P41562	F1N5F7	E2RE97
P51654	Q8BMG1	Q4V8D1	F1MW08	J9NXJ2
O60245	Q64362	F1LQJ5	P00126	E2RCU7
Q5SZK8	Q3U4M6	G3V9E5	Q05717	J9NXR0
Q96P48	Q8BX22	Q5XIE9	E1BAL2	E2R277
Q9NYI0	Q8K1S1	Q7TQM3	G3N2D0	F1PDJ0
P04196	Q8VEH2	D4AE95	Q3T104	E2RCY0
Q9GZP4	P41778	D4A244	F1MSF6	J9P871
Q12879	Q80SU7	D4A062	E1BJH9	F1PNU1
O15195	Q9QZC1	Q6P9U1	F1N140	E2QXF0
Q9NRZ7	Q9D3R9	D3ZHS0	A6QNY1	F1Q1V9
O60942	E9PU96	-	-	-
Q99569	O88696	Q5XIT1	E1BM95	J9NZ79
Q9Y6A9	O35098	D3ZU07	E1BJ67	E2RAB4
O96015	P10146	G3V7Y1	A6QNR7	E2R4P6
Q5TD97	Q6Q476	P97712	Q3T086	J9P917
Q92766	Q5SVR0	P51974	F1N0A1	E2RIJ0
Q8IXI2	Q8VI78	A0A0X1KG81	F1N5Q6	J9NVA4
Q13093	Q00519	Q9ESV7	F1MTZ4	E2R4B0
Q9NX14	A2AEE7	A0A0G2JUE5	G3N3X9	J9NSL0
O00178	P32921	P54311	A5D7A0	E2R591
Q9UI15	Q8R4V5	F1M8W4	F1N6I8	J9P6X2
Q9UIW2	Q9WTV4	D3ZWJ1	E1B7G5	E2RPH1
P51692	A0A1W2P8A6	F1MAF1	Q08E01	J9NXJ1
P59047	A2BDY3	F1LPZ7	E1BK17	J9NUE5
O43399	P63163	D3Z941	F1MCU4	E2QX86
Q96J77	Q9DCN1	Q8R5H8	E1BNL8	F1PSP6
P47900	Q8K0D5	G3V6X3	F1N205	J9P3X9
Q9BZF1	A2A4P0	Q99PK0	E1BLW4	E2RPG1
Q3MHD2	Q9JM76	Q4V8J6	Q3ZBU5	F1PPT7
Q29963	Q8JZU0	Q7M733	A5PJ69	E2REV5
Q92503	Q9R1C8	D4ADU2	F6QJQ2	E2RCB9
Q8N398	Q8C0T9	Q80W66	P51122	E2R2F7
P20823	P53668	P02680	O97919	F1PIS5
Q96LY2	Q8VCM5	Q68G28	F1N7L8	E2RET7
P52736	Q02105	F1M4M5	Q5E9Q3	E2RKV1
Q8IYK4	A0A286YDI4	-	-	-
O60927	Q9Z125	D4ACX0	-	-
Q9BXL5	Q3UUQ7	A0A0G2JZ88	F1N4H1	E2RNL1
