O15116	Q6IWE2	D3Z9A7	E1BAZ2	F6UP55
Q96NU1	P08882	B5DFL8	Q2KJ41	E2RMH9
Q53S58	E9Q7C4	F7EXD0	E1B7M8	E2R5W6
O43715	Q8R4R6	E9PT71	-	-
Q96N28	Q8R5A0	P20607	A4FUY2	J9NRL7
P23276	Q8BUL6	D3ZT37	F1MET4	E2R3F5
Q12981	Q3MI48	D3ZKF6	P81127	J9NZ76
O75493	P01872	B1WC56	F1MNK3	E2RNE8
Q9NPD7	Q91W16	A0A0G2JV56	E1BPQ9	E2R723
Q9NWH9	Q8BG87	O35260	Q9XSC1	F1PP47
P04554	Q8R3A2	M0RDN8	F1N4K7	F1PRE3
O95707	Q9EPW0	Q09128	F1MYW8	F1Q3A6
Q15906	Q8BP67	A1A5N3	G3N2D8	E2QSA3
Q9NYY8	Q9EPK6	P19637	Q28156	F6URD2
Q9BQC6	P13504	D3ZCC2	G3N1U6	Z4YHF9
O95255	A4FUP9	P20651	F1MN51	E2R774
Q9BXL6	Q3UWE6	Q765A7	E1BE56	F1PYX9
E7EX88	O89061	O35757	E1BDG5	E2R0P1
P07858	Q8JZW4	Q6IRF7	F1MVS0	E2RBI7
Q13797	Q8R5A6	D3ZDJ9	F1N5A4	F1Q4D3
P01031	Q99LB4	D3ZBV9	F1N4V6	E2RCA4
P23297	Q8BH02	D3ZBX8	P01001	G1K273
Q0P6H9	Q6P1C6	A0A0G2JST5	G3N0Q1	F1P928
Q63HN8	Q6P8I4	F1MA23	G3N2V0	E2R685
Q9H6Q4	P63058	M0R3J4	F1MSW4	E2QXT3
Q86TG7	Q9WU39	D3ZF97	F1MER1	F6V1K0
Q96IV6	B1AT60	Q6P9U6	A2VDX5	E2QXI6
O15466	P62274	F1LTH0	F1MZ34	E2QYU6
Q9HCU8	A0A0R4J039	-	-	-
A8K0R7	A6H603	D4AAK2	E1BBV1	E2R797
Q9P2J8	D3YZZ5	D3ZXM6	F1MNI7	J9NYR8
A0A0S2Z5R8	Q08AT1	Q5M852	A3KMY1	F1PRC8
Q96S15	E9QAF4	F1LMI3	F1MH55	J9NSE9
Q14142	Q8CC86	Q5XIV9	F1MYR8	Q32KI1
Q15043	P32442	Q5PQX0	-	-
P20719	Q9WUM3	A0A0G2K6T9	E1BIM5	E2RCD1
Q9NWU2	Q8BGT9	Q9JJ31	F1MZK7	B9VTT2
P27815	A0A0A6YX88	D4A3A9	Q148E6	E2QSD6
P20023	A0A0R4J084	D4A832	E1BK41	F6ULU4
Q9NZ63	Q8VCI5	P62909	F1MSE9	E2RBX4
Q9Y5Y2	Q8K0H5	-	-	-
Q6UWY0	Q9D3U0	-	-	-
Q9Y275	P31310	-	-	-
Q8WXH4	Q9ERD6	-	-	-
P43489	P24788	D3ZXL1	E1BIL1	E2RL43
Q9BSG5	P49300	A0A0G2JWD1	F1N4T3	E2R5W2
Q96P71	Q8C1Q6	A0A0A0MXW1	A7YY71	F1PM49
Q8IUG5	Q9DB94	Q71HP2	A2VE55	F1PUU9
Q9H4I3	Q9Z0V8	D4ADS6	E1BKE4	F1PJS0
O95789	Q5PRE5	-	-	-
Q96MU6	Q8BM13	D3ZES2	G3MX82	E2RPC9
Q7RTX7	Q99M11	Q6QI48	A7Z064	F1PYC2
Q9H3R0	Q80X68	Q8VBU2	E1BPK3	H9GWC7
Q9BXC9	B2RQA1	D4A3E2	F1N293	E2RL84
Q9BZL1	Q80UF7	A0A140TAF2	Q9XT96	E2QXI8
P61204	O55028	Q63262	F1MRR8	F1PD00
Q8IWA5	P02830	D4A3W2	G3X745	P86229
P16435	D3Z0Q8	Q9JKC1	A0JN95	J9NW72
P63272	Q8BGH7	Q01984	E1BP61	E2RQR8
P18505	P01027	F8WFH6	F1MBR1	J9NV09
Q96K30	Q68FD7	Q6AYN2	F6QE33	E2RM50
Q8IVH8	Q9CXP9	A0A0G2JXI7	-	-
Q9H3H3	Q6PCM1	-	-	-
Q8TCU5	P70389	Q8CGV7	-	-
Q9NWS6	O08691	G3V8Y0	F1N5P5	E2QSP7
Q9BVC6	Q7TMW6	B0BNJ4	A6H7E3	E2RAG1
Q8N6R1	Q8BUY5	Q0VGK8	E1BGX6	F1PUV5
O60911	P0CG14	F1M0U5	Q58CR4	E2QYQ8
Q0VDF9	P97484	D3Z994	-	-
O60356	Q8C0D7	D3ZHD1	F1N3M4	F1PSS0
P05452	Q3V1L4	F1LRE1	E1BB08	F1P7L4
P07738	Q9Z0M1	A0A0H2UHR9	F1N797	F1PXU7
Q96IK1	Q60718	Q62881	F1ML49	F1PD49
Q8IW45	Q99J99	G3V6H0	G3N2Y5	E2QZF6
P28328	E9Q8V6	A0A0G2JUX4	E1BMZ2	F1PHY6
Q00722	Q9ERZ4	G3V9S0	F1MN10	E2R0P7
Q8TBF2	Q9JMG2	Q9QZV8	Q58CX1	F6V1W0
P61812	Q5F2L2	Q925N3	E1BLP2	-
Q9NS15	Q80XE1	-	-	-
Q9H1N7	P58742	D3ZDI9	-	-
Q86UV6	Q3UFQ8	D3ZN41	Q08DQ4	F1PNU3
Q96N21	Q8R3P2	Q63068	A6QPH9	F1PSG1
Q9UIG8	Q4LDG0	G3V800	E1B7Z9	E2QSR2
Q9ULP9	Q64433	-	-	-
Q9Y388	P70336	D3ZZM7	F1MWK0	F1PVV1
Q9NTU7	Q6P1I6	F1M8U2	A6QQL5	J9PAQ9
P01034	Q8VCZ7	A0A0G2JSW1	O46522	P17716
O94854	Q9D7B6	-	-	-
Q5M9N0	Q61597	P55068	E1BNK1	J9NZW2
P27216	Q6R5P0	P06882	-	-
Q96DH6	P17156	A0A096UWG1	A5D7H5	F1Q3X7
Q96K49	Q8BMG0	Q5EB92	F1MWY9	E2RBV1
Q6TFL4	A2RTL5	Q9R120	Q3ZBN6	F1PFR3
Q5VXT5	Q6P6J9	Q64716	G3N3D3	E2RIS9
Q08334	Q6GQT0	D3ZJD2	F1MYY8	F1PIJ6
Q9GZX6	P51180	F1LUZ4	B5U8Y5	E2RBQ6
Q5H8A4	E9Q7L6	Q99PJ8	F1N0I5	F1PQ89
Q53FD0	Q99LT0	D3ZMM4	F1N540	E2RTL2
O14545	Q64449	O88637	Q0P5G6	E2QUI3
Q24JQ0	Q63829	D3ZFR7	-	-
P08575	Q60716	F1MA59	F1MI95	E2QSF3
A6NLU0	Q76LW6	F7EV11	E1BPV3	E2RBT8
Q9UL58	P63032	B2GV47	A6QPY8	F1PGE3
O76013	O35618	A0A0U1RRU5	F1N5S6	F1PM36
P51690	F6U6G6	A0A0G2JXE4	E1BHM0	E2RL69
Q8IW92	Q8BLR2	Q80Z29	G3MWH7	F1PD69
Q9P244	Q8BGF3	Q66HL7	F1MD46	J9NTA2
Q96MT3	B2RUF0	A0A140TA92	E1BA43	J9P403
Q9BPZ3	P16045	D4A1K2	Q5EA98	E2RCJ3
P13598	O88621	D3ZQI4	F1N3D1	E2RLE5
Q96PF2	Q8BS90	Q5PQR7	A6QL80	E2RTI3
O75409	T1NXB5	Q5XI65	Q5EA92	O77746
Q86XD5	A0A1B0GT88	D3ZF32	F1N304	E2RH05
Q14728	Q9JHQ5	Q64259	F1N6L8	-
Q6W5P4	Q2HJ10	Q6AYA4	F1MUU5	F1PZA1
Q8N816	Q7TQ33	F1LNE5	F1ME15	F1PYP1
Q9P202	Q91YV9	A0A0G2JSK9	F1MXJ6	E2RT94
Q14CW9	Q99K99	Q66H18	Q1JQ97	F1PAG1
Q53FT3	Q8BPZ8	-	-	-
P51813	D6RGA0	P23385	Q09430	F1PML1
Q8N5I9	P62862	G3V828	F1MZ31	J9P5A6
P41161	Q9D6E6	-	-	-
Q7Z6J6	P70288	Q5BK97	Q08DY2	F1P8B1
Q14667	Q9CWL8	G3V7F7	F1MFD6	F1PUK8
A5PKW4	Q8C0Q5	Q6P7A9	A8E4L9	E2RHD4
O95670	Q99MV2	M0R8T5	E1BBA9	E2RHC0
Q15327	Q9CWF6	Q5U2Z5	-	-
Q96D96	Q641K1	F1LP56	A2VDQ8	J9P7U4
Q9BVM2	D3Z689	Q5RKG9	Q2KHT9	F1PJX1
Q96CE8	Q9JIM3	P49620	Q3ZBQ6	E2R0N6
P39900	Q99KS2	Q925C0	Q0P5C3	E2QXC8
Q96LX8	Q3TDD8	-	-	-
Q6NVY1	Q9CWE0	F1MA46	A6H6W8	Q95JD5
O96024	E9QAB6	M0R6T1	G3N0F4	E2R042
Q7Z4W5	Q8K1G6	A0A0G2KAU8	-	-
Q86VX9	Q60664	-	-	-
Q96IQ7	Q923P0	F1M8F1	E1B9Q0	E2RGY6
O75820	B1AWN9	G3V9B7	A7MB32	E2RQ55
O15118	P30557	Q64346	Q17QJ4	E2QYL3
Q9Y276	P52482	Q08163	E1B754	F1Q155
O14599	Q8BGR3	G3V740	A5D977	F1PAU3
Q2M2I8	G3X8X0	A0A0G2K4A8	F1N7C3	E2RJV3
Q9H3Y0	Q80UZ0	D4AE08	F1N213	E2R3I1
P57739	Q64523	Q5U1W4	E1BHF2	F1PZH3
Q6PJ61	Q80VP2	D4A3V5	E1BGW5	E2R079
O75864	Q1HDU4	Q5XIH6	F1N2Q4	E2R410
Q8N7W2	D3Z230	M0RDI5	-	-
Q9Y2H5	Q8VDG5	D3ZG78	F1MYH5	F1PZC5
Q96MG8	Q6PDH0	E9PSX8	E1BA36	F1PA96
Q6UUV9	Q0P523	F1LZH7	F1MUI5	J9P7G3
Q9BYZ2	P70670	F1M7G0	F1MU60	E2RD11
O76080	P56542	A0A0G2KA38	Q32LM8	E2RI38
Q9Y6A2	Q9DBQ7	O70610	A6QQL6	J9NRI2
Q9H7E2	Q8BIL5	M0RAY0	E1BI70	F1P771
Q9BSE2	Q9D8K3	-	-	-
Q9P266	P07141	-	-	-
Q9UL46	Q8BH95	Q63357	F6Q5U0	E2RFD7
Q96AJ1	Q8VI59	-	-	-
Q8WY22	Q8K3W3	A0A0G2K3L6	A2VDP5	F1PWW7
Q69YN4	P59108	-	-	-
Q14249	A2AJ26	D3ZGB8	E1BEP9	E2RQ71
Q96MI6	Q9WTL7	D3ZAH3	E1BBT8	E2RLJ8
Q8IXQ4	Q9JIY0	A0A0H2UI37	E1BNV7	E2RCW3
Q8N393	Q03249	D3ZYY8	A0A0A0MP91	E2RLT0
Q9Y2H1	P56726	-	-	-
Q12951	A2APF4	M0RC58	Q2TBQ0	F1Q338
Q96AB3	B7ZBV9	-	-	-
O15482	Q9ERQ3	Q5EBA0	E1BJZ3	J9NVW0
P06280	Q9D7L8	Q9JK79	G3MZ53	E2R4I2
Q9BZR6	Q91X45	-	-	-
O60331	B2RRE7	Q9Z2Q7	Q5E9Y2	F1PAE8
Q13352	B1AT83	P19527	A7YY75	E2QYN0
Q8NF86	Q3UE92	Q62622	F1N779	F6XV93
Q5VV41	Q9QZS2	P09811	A6QQ81	Q9ZZ60
Q96KR7	Q8BJ51	Q63073	A2VDT5	E2RBL0
Q12894	Q8VCB2	-	-	-
Q7Z6N9	Q8C000	D3ZVS5	F1MC02	F1PVY9
Q99622	Q9ESX4	-	-	-
P10253	Q921N7	D3ZV37	Q95LA0	F1PSL4
Q8WVX3	Q9Z0F4	D3Z915	E1B9T9	E2RBM1
Q58EY0	Q31142	A0A0G2JTX9	P00732	E2RK27
Q5VTL8	O35595	B5DF74	A5PKJ0	J9NRV6
Q86SX6	P51174	-	-	-
P19237	Q5K5D4	P20793	F1MX98	F1PZP4
Q9UPY6	Q9DB30	-	-	-
Q6PIL6	O54943	D3Z8M3	F1MZL1	F1PA90
Q8IWR0	Q45HK4	-	-	-
P01236	Q8C569	Q5PPI0	F1N349	J9NY50
Q6NUJ2	A0A0G2JGS5	Q5BK59	E1BMC8	F1PV52
Q86TA1	Q5SSN7	Q8CJE2	A4FUI1	J9NVS2
Q9NWB7	Q8BWR2	P12369	Q08DL9	E2RBK8
Q5VUA4	Q9DCU6	Q6AYB8	F1MZ06	E2RJY9
O94985	G3XA57	A0A0G2JVE8	F1N0C3	J9PB66
Q9NP59	D7PDD4	A0A0H2UHB3	F6RF62	J9P0H3
P49441	Q9CR83	P51907	G3MZB1	E2RKG4
P31358	Q07440	A0MZ67	Q148C8	E2RTB7
Q9HD23	A0A140LHD2	D3ZXT1	E1B8H2	F1Q313
Q96G46	G5E8L6	Q6MG75	F1MY54	J9NZG0
Q8N5C7	Q8R143	D3ZC92	F1MKW2	E2RMG7
Q96A57	Q01768	B5DF95	F1N0Z5	J9NUD4
Q6XD76	Q8BIZ1	B2GV22	Q2KIP1	E2RCP0
O75129	Q91YK8	F1LMD4	E1BF88	E2RS84
Q15166	A0A0R4J156	P19332	F1N3E3	E2RI39
P05538	Q7TQ32	Q9QZE9	G8JKV4	E2RHZ4
Q9H2X3	Q9QUG3	Q5M7A6	Q32KU6	E2R3V3
Q9UPW6	P35412	A0A0G2JTN5	-	-
Q9H1R2	Q6PIJ4	Q5XHX3	A6QR21	F1PSU9
Q9UBX0	O35468	Q792S6	E1BNK9	F1Q138
Q8WYF1	Q61574	D3ZQX3	F1N402	E2R1D2
Q8NHY3	Q91X72	Q3SWT1	E1BIB4	F6ULD4
Q96MA1	Q61199	Q6P7C4	F1MVR5	E2REP7
Q13303	P36423	P61206	F6Q0U6	E2RGY0
Q96EK9	Q6PFD9	Q9R1X8	G3MY69	J9P196
Q9HAB8	P21661	D4A3U0	E1BK15	F1PFR2
Q5T2R2	A0A0R4J003	Q641Z9	A6QPJ1	-
Q969L4	Q8BGC1	G3V7D4	A6QPT1	J9JHT3
Q6ZRQ5	Q8C7K6	Q499S2	E1BFX5	J9P8M9
Q03989	A2T4N6	D4AAF0	G3MZJ4	F1P7M1
P29322	Q8BHI4	A0A0G2K4A2	Q32L17	J9P7H0
Q68CP9	P10853	F1LNB3	E1BFB9	E2RF43
Q9NR55	E9QPR5	B0K018	Q28199	F6XBJ5
Q9BXB4	Q9DCH2	Q6MG22	F6R951	J9P8Y0
Q13021	Q8CE47	A0A096MJP5	E1BNH5	E2QYH1
Q9BWQ6	Q80YT9	Q4KSH7	P83095	J9NVH9
P36382	Q7TND4	Q63118	E1B9H1	J9NUC9
Q8TCI5	A2APS1	-	-	-
P51956	Q5BKQ4	A0A0G2JYC9	F1MRA0	J9P7V2
Q6P0Q8	Q9Z1Z0	P49797	F1N6B6	E2R173
Q6P2M8	Q8JZX7	Q66HS9	F1N2L7	J9P1U3
Q9UQR0	P56528	O08776	F1MCH2	E2RL56
Q6UXH0	Q8BT42	G3V6C3	-	-
Q9UHQ9	Q64516	-	-	-
Q9BXU7	Q3UBU0	B4F7C0	P07994	E2R8D2
P51685	Q6GQS1	A0A0G2K9B2	P00435	E2RPW5
Q99653	Q9WUU7	B4F7F3	Q3ZBI9	E2RIA3
O75152	A2AQ19	-	-	-
Q8NCS4	P97401	A0A0G2K325	A5D7I7	F1P966
Q8N3Z6	Q8VC69	P49192	F1MZS4	J9P0C5
Q96HI0	Q91WK0	-	-	-
Q86W92	Q3UPH1	Q5I0D1	F1MP98	J9P4C3
O15165	P48760	D3ZV70	-	-
Q96GY0	Q80ZJ8	-	-	-
P43631	Q922Q4	G3V815	F1MZR0	F1PHX2
Q9NUH8	P19157	Q0PXQ8	E1BLF1	E2R242
Q8TEB9	Q8C190	G3V912	E1BHV7	E2QXW0
Q9BVT8	O08608	M0RC41	F1MLK1	F1Q1W2
Q13368	P46664	O54772	Q17QU6	J9NX83
Q86YD7	A0A087WPY8	D3ZYC4	E1BKF4	P41324
Q9UBQ7	Q80TF4	B5DEZ3	F1MRY0	F1PLB3
Q96KN2	Q6PD31	Q4V8H5	A4IFF0	F6XTI4
Q13277	Q8R1N0	D3ZNS7	E1BAB4	J9PBC8
P08218	Q8BG48	P51646	F1MZ88	J9P3C1
P07360	E9Q6Y8	Q5FVI3	Q0V8M2	J9P5Q0
Q6ZNB6	Q6P5U8	-	-	-
Q8TDQ7	Q9CRB0	D3ZX77	G3N3S1	F1PS34
Q96ID5	G3UVV6	A0A0G2K456	F1MVS8	F1P943
Q8N6N2	E9PX09	P37361	Q3T040	E2R7G5
Q9UQ49	Q9BCZ4	F1LSE6	E1BI86	F1PFK7
Q96RR1	Q9WU28	Q568Z6	-	-
P50221	A0A0R4J1J6	P42260	E1BIL7	E2RAL7
Q9ULZ2	Q9CQR5	Q62656	F1N2V0	J9NW67
Q9H9H4	Q3TMX7	D3ZY47	E1BGZ7	F1Q3X8
P56817	Q8CD10	B5DF62	F1ME34	F1P6T2
A8MXQ7	Q8BRK9	A0A0H2UHR2	F1MMA6	E2REU0
Q8TDU9	P70447	P70617	Q3T010	F1PP00
O60575	Q9D3X5	Q496Z9	Q32PH7	E2RPC2
Q9NUW8	Q8BLV3	M0R4K4	F1N0K4	F1PDA9
Q6UWP7	Q8BZN2	Q9QXU8	F1MGJ6	E2RQC0
Q7Z6L0	Q6XZL8	G3V634	E1B9N1	E2RIW1
Q6P4A7	Q9DBK0	D3ZHJ6	G8JKW9	E2R4A4
Q6PH85	A0A0R4J041	G3V6S2	E1BGE2	F1Q2W2
Q9BY14	Q80W45	A0A0G2JVW0	-	-
O60861	P10711	F7F189	F1MSQ6	E2RJY0
Q9H171	Q61114	Q5RJZ6	E1BJV1	E2RCB1
Q59GP6	P01587	D3ZH39	F1ML90	F1Q0H7
Q6IQ21	E9Q289	B0BN48	F1MTZ2	E2RBS2
Q12802	Q9ES97	-	-	-
P62861	P62482	Q5XIE6	F1N4V2	E2R0L7
Q9NVV2	Q9D136	D3Z9L2	Q9BDJ6	Q68A93
Q9BXU1	A1L314	P17559	F1MT17	J9NS72
Q12799	Q9R1W5	Q9QYH7	F1MMQ6	E2RIL2
Q9Y4A8	Q8K5B1	-	-	-
Q9NUG6	Q9D4H2	P0C2N6	-	-
Q96C45	Q99KD0	F1MAS7	E1BNP5	E2RE93
Q5T124	Q8CCN1	P54842	G5E5F0	J9JHB0
Q15649	Q9D0P7	F1LSF4	A5D7P7	E2RTD2
Q9NYW8	Q61301	D3ZS85	E1BD53	F6Y579
Q00973	Q921V5	M0R521	E1BF19	E2R517
Q86US8	P53026	O08838	G3MWW9	F1Q0X8
O15119	Q8BGQ2	-	-	-
O75781	Q99ME3	Q5XIH0	A7YWH9	F1PC35
Q14330	Q8BGK5	Q07523	Q32LD1	F1PY08
Q9NPF7	P61092	Q6MG62	F1MW73	E2RRC8
O15391	Q7TNF8	B0BN30	E1BKM9	F1PEX1
P35625	F7D4H5	D3ZAP6	-	-
Q7L1I2	P17809	D4A511	E1B9N9	E2R805
Q6IA86	P41245	-	-	-
Q9H1B5	P97297	F1LXT3	F1MNG5	E2RI70
P10620	Q9CPS8	D3ZDN6	Q3SZV0	J9P7B3
Q9Y2F9	Q80VQ0	D3ZD83	F1MVP0	E2RG20
Q9UQB3	Q497J1	D3ZDT0	G3X777	E2RGV4
Q9NS71	A0A0A6YW14	G3V6U2	-	-
Q96N96	Q80WM3	F1M8D8	Q8MJV4	E2RLS6
A0A087WW96	P50538	O55207	F1N2J0	E2QX31
Q71RG4	O55074	Q5GAL9	F6QEL0	F1PLM9
A0A1X9RU27	Q9D2A5	A0A0G2K7B7	F1MIQ7	E2RK04
Q7Z406	Q3UHJ0	A0A0G2JXE0	P56966	F1PD01
O00559	A0A0R4J2A3	G3V838	E1BF00	F1PB01
Q6ZTN6	Q921J2	-	-	-
Q9HBI1	Q9JJY3	-	-	-
Q6PCT2	Q7TQN3	D4ACX1	F1MS30	F1Q454
Q13258	A0A1W2P8B8	B2RYE3	E1B7Q8	F1PDJ4
Q53FW8	Q9D9E0	P49805	F1MU06	F1PA88
Q5MIZ7	P08607	A0A0G2K5B0	G3N2S4	E2R413
O15553	Q14DL0	D3Z8S9	F1MWW3	F1Q3K9
Q12829	Q80VH0	D4A7E1	Q3SZV5	Q9ZZ63
O95455	Q9CQ31	P60901	F1N6I5	E2RTK1
P15941	Q91WZ8	Q4G086	Q1LZF1	F1PDP2
Q9BZZ2	Q8BU18	F1LNL6	E1BK11	E2R123
P82663	E9QPD7	-	-	-
Q9P2E7	Q8BZF2	A0A0G2QC08	G3N294	E2RAX8
Q5T3U5	Q9CQV6	F1LSR8	-	-
P0DML3	Q9QUQ5	Q9JK41	Q2T9Q5	F1P8W5
Q8IXM6	Q5DTT8	G3V711	E1BPZ1	E2RH73
O75154	Q8BGE6	D4A457	Q08DZ3	E2R9W1
Q96IW2	Q8C3R1	Q68FW3	F1ME36	E2R991
P01275	Q5DTT3	Q8VHI8	A3KMX6	F1PFM6
O75618	Q9D7X3	F1LMU5	A0A140T890	E2RTI9
P53370	Q9Z237	A0A0G2K8X5	F1MI44	E2RFX2
Q92686	Q6NVE9	-	-	-
P63098	P03995	O88768	A4FUZ2	F1Q2N7
P52798	Q8R1S0	Q499U1	F1MIE9	E2R9C4
Q6NUK4	Q61080	F1LR18	F1MS13	E2RHF1
Q9HD43	A0A286YD96	P32232	E1BEJ4	F1Q1H9
Q86UP8	P04342	A0A0G2JUQ6	Q29RM5	F1PU16
Q8IZL9	Q8C138	Q9EQS5	E1BHV9	E2QUE6
Q8TEA7	Q8VCR3	A0A0H2UHK8	A5D7M4	E2R499
Q9C0E8	D3Z1D7	O54924	F1ME46	E2R8H1
Q9UGL9	Q8K3P1	O88807	F1MTV4	F1PTB6
Q16790	Q9CQ33	A0A0G2KAW5	-	-
Q9NQX7	A1E2B8	Q9WTQ2	F1N5A3	E2RC07
Q16787	Q6YND2	M0R4F8	P02584	F1PE21
Q9H7U6	G3XA48	D4A3R0	E1BKM2	F1PDR7
P16562	Q9WVJ3	Q498N2	A4IFK5	J9NXN1
Q9C0H2	Q8VC60	F1LPJ5	-	-
Q14055	D3Z2X2	Q5U2U4	F1N5C5	E2RFL3
Q9NRS4	Q9CWE6	G3V8E9	A4FUE6	F1PSP9
Q86UA3	E9PX59	Q8R4T2	A6H7C1	E2RN01
Q9BZD6	Q9Z0L0	A0A0G2K003	Q3MHJ8	E2RSN0
Q6PF06	Q8BT90	G3V827	G3MZ49	E2QUU0
O75909	Q8R2Q4	D3ZHZ3	O46375	J9NXP7
Q15652	Q9WV69	D4A254	A5PKG0	F1PV29
P55318	F8VQD7	-	-	-
Q16842	Q9DB29	-	-	-
Q8TD17	Q9QZV9	-	-	-
Q6ZT07	A0A0G2JFU2	Q5PQT7	Q2T9P4	F1PRY7
O15091	Q61285	F1M9F8	F1MLX1	J9P281
Q59GZ0	Q63955	B1WBV1	E1BJ90	J9P2L3
B4E2V5	Q9D0I6	Q6AYH2	P15101	F1PDS5
Q7Z401	Q80YW5	B2GUU0	A6H7H8	J9P0E4
Q6AI39	Q8BHL7	-	-	-
Q9UBM8	Q920B9	Q5XIC3	-	-
Q63HM1	Q5RJH2	B0BMX8	F1MZP4	E2RKP0
Q8TC76	Q8K1E3	-	-	-
P50479	Q9JIB4	A0A0G2JYQ3	P07501	F1PBD8
P29374	Q6PGA0	Q6P7R8	Q5EA24	E2RL28
Q9H5Q4	P28231	Q66H24	Q2YDM1	J9NWM0
Q9C0D2	Q99KU1	-	-	-
Q96N03	Q6TXD4	Q8R4R9	E1BMN7	J9NT04
P13349	Q6DFV7	A0A0H2UHY1	E1BM29	E2RLQ8
Q5VTU8	P34928	M0R9D3	E1BJ55	J9NX39
Q12950	O35565	D4A540	F1MKH0	F1PEK0
Q70YC5	Q8BPQ7	-	-	-
Q9HBU6	P07725	A0A096MK49	F1MLS3	J9JHY2
P02788	Q5ND34	Q4QQS1	-	-
Q9UK76	O35657	A0A0G2JT85	Q2NKV2	E2R4Y1
Q9NSI5	P97812	A0A096MJH9	E1BF81	F1Q4G4
Q12767	Q91YP1	-	-	-
P30447	E1U8D0	P49950	-	-
Q8N423	P15379	D3Z8G4	A6QQC0	F1PSC5
Q7Z4I7	Q60687	P97583	F1MHW4	E2R4P2
P51170	Q9JJV9	-	-	-
Q8NHW3	Q6PDM1	D3ZGA0	F1MMK9	E2R801
P56704	Q9CRC8	D4A3K6	A6QR06	E2RI52
Q99935	Q5SVD0	D4A576	F1MIY9	F1PWH8
Q9GZX5	Q8C1T5	F1LQX2	G5E5D6	E2R146
Q567U6	P18406	Q5PQR5	E1B9T4	F1PZS5
Q8NCR9	Q8VDB8	Z4YNI9	F1MPI7	E2R489
Q4G163	Q9D8K8	P0C5E9	A6BMK7	E2RT93
A6ZKI3	Q4VAC9	Q04589	Q2KIP3	J9P693
P20851	Q640R3	B0BN36	A4IF94	O46550
Q3MIT2	P55288	Q5BK10	E1BCM3	F1P9B7
Q16548	A0A0R4J0L8	Q499T5	Q0IIE8	F1PPU0
Q86UV5	O88533	-	-	-
P05093	B2RRD7	P35738	A4IFM3	J9NS48
Q9HBU1	Q9D1Q1	P0C6S7	-	-
Q86U06	Q99LG0	F1M3L4	A5PK37	E2RIM6
Q96CB9	Q3UWA6	G3V9L7	F1MND0	E2RP46
Q9Y5A6	Q2TL60	F1LVD8	F1MX23	E2QY66
Q8WVB6	O08796	B1WC45	E1BEW3	F1P8K0
Q6IQ26	Q8VCJ7	D3ZD31	Q2TBW4	F1PYL0
Q96I45	Q91VT4	-	-	-
Q86XI2	Q5U3K5	Q5M9H1	F1MVI2	E2RC51
O75191	Q9JM90	Q8VHW9	F1MD99	F1PZL3
Q96FV2	P27038	Q5M969	Q5EA80	F1PAF1
Q14576	Q69ZB0	B1WBX4	Q95136	F1PPL6
Q96IC2	Q8QZR4	Q9JI85	E1B8X7	E2RLU0
Q99490	P58043	M0R8N7	-	-
Q8IZ09	B7ZC94	A1L131	F1N4M3	E2RIY7
Q969J2	Q925I4	F1LVS1	G3N2M1	E2R5M2
Q9H0R6	Q8K304	D4A263	F1MS16	F6V4W0
P10646	Q2TJ95	P35364	E1B9J3	E2QUG8
B4E0Q1	O88978	Q642A9	F1MXU4	E2RG23
Q9HCP6	O09005	F1M5T2	Q32L75	E2QY09
Q8NHE4	O88393	B2RYG4	E1BPU3	E2R234
Q8TAQ5	A2A5R2	A0A0G2K2R5	E1BGQ6	F1P6E4
Q5T5Y3	Q9CQU8	D3ZCT9	E1BBP2	-
Q8TAE8	Q08509	D3ZQ06	Q05B69	E2RGZ0
Q7L0J3	M0QW46	F1LZN9	E1BKB2	F1PA92
Q96HH9	P33267	D4A6P1	Q3ZC17	E2R4E7
Q9BW19	Q6IR34	Q4KLI1	A2VDR0	E2RM17
Q9P265	Q8K1B8	D4A4Q4	Q3T104	E2RRN1
Q5W111	Q5SUV2	Q9ESG3	E1B7L3	Q38IV1
P23219	P10078	P35407	E1B8P2	F1PF17
Q9BWG6	Q99ML6	Q3B8P9	G3MXM3	F1P8Z9
Q96H35	P56383	D4A7Y1	G3MYY2	F1PK32
Q8NG50	P03953	F1M965	F1MI99	E2RFK8
Q8WUU5	Q3UVU3	Q9ES54	E1BJG0	F1PN79
P35367	Q8R116	F1LVC4	Q58DL7	E2R084
Q8TF39	Q04211	D3ZTX0	F1MF87	F1PJ74
Q9HB07	F8VQE2	D3ZIC4	-	-
Q9BQC3	Q9D1E6	P63055	Q3T0Z0	E2RES8
P25116	Q9CWZ3	P10247	F1MCH6	F1PPA2
Q6GTX8	Q8VHQ3	-	-	-
Q2QGD7	Q8K1Z0	A0A0G2JZ46	Q2YDF0	E2R747
Q96PQ7	Q61037	D3ZY38	F1N737	E2RK22
P50461	Q149T1	D4ABU3	Q2NKZ1	J9P8Z4
Q96JL9	Q99JT5	A0A0H2UH99	-	-
P11229	Q64455	P84060	F1MPE2	E2R3W6
O75438	A2ACV6	F1M0N1	Q6IED8	F6V7P2
A6NI28	P15499	P00762	Q24K06	-
P07306	Q80Z24	Q6AYQ3	Q2M2U3	E2QXX7
Q96P11	Q61586	D3ZSP1	Q0VCR3	E2RAA7
Q96EY5	Q8K211	-	-	-
