B7NZM8	A0A286XBQ9	W5PAQ3	M3WE16	F7BJQ7	F1P6I3	A0A287APW0	P67939	P19139	P97855	P07306
U3KLU4	H0UZ30	W5NXY3	M3WEH8	F6YYF6	F1PDB2	A0A287B854	Q3SX26	Q62689	Q925J9	Q15834
G1SR49	A0A286XJJ7	W5Q0F3	M3W9S7	F6RNS0	Q076A4	A0A287B1Z3	E1BJK5	A0A0G2K7G2	Q9Z104	Q96R67
G1T5V7	A0A286XQ25	W5NYW8	M3W695	F6URL2	J9P5P2	A0A286ZI80	E1BJ15	D4ACM2	Q8CBW3	Q13685
Q8MJB5	H0VIW4	W5PAR8	M3WZP2	F6RPU5	F1PW21	I3LV81	E1BC35	B2RZ31	Q3U6B2	Q8N4N8
G1SWP9	A0A286XXU9	W5Q4R9	M3W2Q0	F7A668	F6XCX3	F1RRI0	A7Z074	Q499V3	Q9R187	Q96MX3
G1SXD2	H0VEE8	W5Q126	M3X0N2	F6UP61	F1PPS4	F1RFU8	F1N7Z5	Q6TUD9	Q9D4B2	Q6IBR0
G1SCQ4	H0W2P9	W5P8D9	M3X0A7	F6Q8K7	J9NVS3	F1SHW5	E1BGF9	A0A0G2K1S6	Q8C0G2	P49910
G1SGV0	H0UY41	W5Q4J4	M3X0V4	F7C0I1	E2RBR4	F1S5T2	E1BNF7	P06882	O08538	Q9Y4A8
G1U7A8	H0VKR8	W5QIN5	M3X707	F7BYT2	E2RHE5	A0A286ZYG8	Q2KIF4	D4A5N1	Q8K2I2	Q504Q3
G1SM02	A0A286XPK8	W5Q9M7	M3VZN9	F6PT58	E2R0A0	A0A287BJ46	F1MKJ5	Q499T5	Q60936	Q12799
G1T9V0	A0A286Y3R9	W5NXH4	A0A2I2U3M8	F6SRT9	E2R000	F1S4P6	Q3SZ20	F1MA23	P39688	P41247
G1T5N8	A0A286X7A7	W5QFE7	M3XCI4	F7E2M4	E2QU68	I3LEQ0	E1BEP0	D3ZRJ0	Q7TQK1	Q7RTN6
G1TG91	H0W2Z5	W5PZK7	M3W5C8	F6XT59	F1PPK3	A0A287BQA2	F1MBJ2	F7EZF5	Q8R4L0	Q96AJ1
U3KN33	H0UYA5	W5Q4X8	A0A2I2UXX9	F7BI27	F1P8R9	A0A287BCL5	Q08D76	M0R7B3	A0A0A6YWQ3	Q9Y5I7
G1TVV7	H0VTA7	W5QD55	M3VX00	F6VI89	E2R3Y3	F1RP51	A4IF72	P51974	Q8BRU4	Q9Y2T4
G1SCE2	A0A286X7P3	W5NXZ2	M3VYR5	F6XCH2	F1P960	A0A286ZU34	E1BNY3	D4A331	Q9CR02	P50579
G1SYW6	H0UWI2	W5PDP7	M3VYK3	F6Z5G2	E2RFY4	F1RX46	G3N3X4	Q498C8	P61211	Q9NX01
G1TFA8	H0V895	W5Q5C0	M3WAC0	F7BUH3	F1PNX4	B8Y4S6	F1MF23	A0A0H2UHF2	Q5GAM7	Q14192
G1SY85	A0A286Y405	W5QH73	M3X027	F6WDA7	E2QXL5	F1RZR2	F1MS02	P34901	G3X9K3	Q5SV97
G1TRM3	H0VVW3	W5P4C5	A0A2I2U9A7	F7E3Z6	E2RG68	F1SJC2	E1BJQ1	Q9ESS6	Q80W65	P49759
G1T1U9	H0VLW8	W5QDJ8	M3XBA6	F7DWW7	E2RJL2	A0A287BJA6	F1MXG2	P15823	A0A0G2JG11	Q8IWC1
G1TQJ1	A0A286XUN3	W5Q7G2	M3VVG1	F6S5R5	F1Q2E6	F1SDW9	Q28199	P27615	Q9ER39	Q6P988
G1U0L8	A0A286XBY2	W5P8U4	M3WET4	F7D414	E2RFC6	A0A286ZI17	F6S145	Q5EB76	P28235	Q6UWP8
G1SUR8	A0A286XLC1	W5PCU2	M3W8X2	F7CUQ0	F1PRV7	F1S7I7	P82920	P20650	Q9CZP5	Q96CN7
G1SDR9	A0A286XD85	W5NQ42	M3W968	F7CKW7	E2RT10	A0A287BQD4	Q5E9L0	P06760	Q91WF3	P60372
G1SIL3	H0VSK8	W5Q5I9	M3W5N5	F7BAN6	J9NWJ9	A0A287BB41	G3N132	Q5RJL0	Q3UZZ6	Q9H5L6
G1SET0	H0W1G1	W5QBQ8	M3XE65	F6R6Y0	J9NXB2	K7GQD2	Q29RK4	Q6PDW4	Q64729	Q9HD26
G1SQ26	A0A286X8J7	W5PRC5	M3W5S6	F6SLM5	F1Q2J9	I3L7P8	E1BHV9	D3ZIP6	Q6NZB1	O95376
U3KN52	H0UT79	W5Q3D5	M3X4S3	F6ZGM4	J9P225	F1S668	Q02372	P29348	Q8C460	A0A024R493
G1SPX2	A0A286XPN0	W5NVZ1	M3WYZ3	F6PIP8	F6XHT8	A0A287BPQ1	Q58DR3	D4A5S0	Q3TQI7	Q9HC44
G1SVA7	H0VJ50	W5PPN5	A0A2I2UC19	F6VHV0	J9PBP8	Q867B9	E1BNK4	Q501W1	Q3UVK0	O43847
G1T4S7	H0VHJ7	W5PF16	M3WQC6	F6W6U5	E2R5I9	F1S5S8	G3X7Z1	O54902	Q8K358	P01031
G1SV80	A0A286XEV1	W5PJE9	M3WFC6	F7BLH7	J9NSF8	F1RNY5	A0JNC8	P62752	Q921W4	Q9BSJ1
G1SGS7	H0VKS4	W5PGP7	O97596	F6UHS4	E2R3J5	A0A287ABC5	F6R1L1	D3ZQG6	Q8BME2	Q9UNY5
G1SJ56	H0VA86	W5PMI8	A0A2I2V1P8	F6ZSB4	J9P0Q4	F1S5A8	F1MDM6	D3ZK73	Q99KP6	O00198
G1TRY5	A0A286XNF8	W5P8N6	M3WU46	F6W843	E2RHN1	I3LQB3	E1B884	D4A2Z8	Q8BMB3	O60291
G1U8H2	H0VLA3	W5Q5M0	M3WKN6	F7D6L0	J9NT42	A0A286ZKE9	Q0II95	F1M0C0	P59532	Q9HCS7
G1SFN4	H0UTW1	W5Q4D2	M3W4G3	F7DG57	J9NRJ4	P49924	G3X7B3	D3Z8K2	Q922G2	A0A0S2Z6A9
G1SLQ8	H0VET6	W5PSU7	M3WAL9	F6PM23	E2RBK3	A0A287AXU9	F1MW13	M0R9N9	O35723	O14830
Q28727	A0A286XCT9	W5PT84	A0A2I2UNA1	F6W476	J9NXB0	F1SM76	F1N6E6	F1M541	P48755	Q9H3N1
G1TE31	H0UTW9	W5Q4A0	M3WJB3	F6UTS9	E2RKW7	F1SD75	F1N6B8	A0A096MJ81	Q31202	Q3T906
G1TZE1	H0VJ68	W5NZM1	M3X1U3	F7AYE5	J9PAB5	I3LMF8	F1MGW8	F7EMJ6	Q0VB45	O95861
G1TMR0	H0UVT3	W5P0G9	M3XF77	F6TNV7	E2R3G8	F1RUH6	E1BD66	B5DFJ7	E0CYV9	P00749
G1T640	A0A286X8J8	W5Q6T0	M3WSB6	F7DHY2	J9P8G2	K7GLC7	Q56JU9	D3ZV32	E9QQ93	O43306
G1TI09	H0VR84	W5NTW4	M3WT01	F6W494	F1PAY0	A0A287B448	F1ME95	D3ZJZ0	F8VQK4	Q9NYQ6
G1SZX2	H0VE18	W5PHI2	M3W3W4	F6QPG4	E2QZC6	I3LBA7	P05059	Q7TNI4	Q811F1	P01130
G1T952	H0VLJ4	W5PJ13	M3W249	F6YE56	J9P3E6	A0A287BD81	O18973	Q5PQX0	Q5RJI2	Q9Y2X3
G1TEF7	H0V6K9	W5PSZ6	M3W129	F6QZ95	E2RS66	I3LJS4	F1MY79	F1LX95	O35626	P28845
G1SY52	H0VVH1	W5QCI6	M3WDK8	F7AIB5	J9PAA0	A0A287ABD0	E1BKE1	D3ZH39	Q99NH0	Q9NWB6
G1T414	H0UTR4	W5P7F4	M3WFQ2	F6XSY0	J9P339	I3LUM5	F1MNR0	F1MAA4	D3YZG8	O00161
G1T5I9	H0V1Z0	B2LYL4	M3VXL7	F6WBT3	F1PJ63	B0FWK6	Q3T168	A0A0U1RRV5	P42669	Q9NYL2
G1TEK9	H0VB70	W5P1Y0	M3WBP6	F7BSR0	E2R484	F1RM87	E1B9D0	D3ZLE2	Q3U898	Q9BRX5
G1SXL6	H0VBA6	W5QCK4	M3X697	F7DJD3	J9P398	A0A286ZLA3	E1BCM0	F7EN52	O08859	Q7Z6J4
G1TVP1	A0A286XTG9	W5PRR5	M3XFG7	F6Y9M7	E2QTU8	A0A287AR90	Q148F1	Q8R5I7	F8VQ29	Q96CV9
A0A140TAV8	A0A286XDK4	W5QGQ9	M3WTE2	F7DMC9	E2RN81	A0A287BGT3	F1N6Z3	P61107	A0A0A0MQK4	Q14CZ8
G1SD69	A0A286XXC0	W5P332	A0A2I2UFM2	F7CFJ4	J9P2U3	A0A287BIB2	Q0VBY0	Q6MGC5	Q8BK84	P42356
G1THQ3	H0V3U3	W5PYJ4	M3W9P8	F6YGJ9	F1Q2P2	Q9XSZ6	Q17QL3	D4A8I8	Q61880	Q9NZZ3
G1TBD2	A0A286XVJ6	W5NYD3	M3W108	F6VIU5	F1PFS6	F1RT97	F1MSC2	Q5D003	G3X908	B3KPL7
G1SFJ0	H0UW11	W5PM62	M3W0K8	F7D3P9	E2RSI2	F1SQG9	E1BET1	A1Y2R8	Q9DBP5	O95544
G1U9Q9	A0A286Y4G4	W5QFN1	A0A2I2V0W3	F6PHD0	E2RIY8	A0A287AXJ5	Q3T0Z7	Q99MA0	P04235	P05181
P49656	H0W8E1	W5PL96	M3VWT8	Q28376	E2RCF6	I3LMT0	E1BNX4	Q68EJ2	A0A0R4J0C6	Q9NZM5
G1SMF9	H0VCZ9	W5PMM6	M3X8X0	F6RXN3	F1PQK7	P35496	O46370	B5DFL6	Q69ZI1	Q9Y6K5
G1SM75	H0W1Q0	W5PAP0	A0A2I2UXL0	F7D9W1	E2RFX7	A0A287AMF3	G3X6Z1	Q9QZV8	E9QJR0	Q8WVF1
G1T6M3	H0UXA3	W5PUI3	A0A2I2UEC2	F6WSY5	E2RGE9	I3LC88	Q08DA0	E9PTX9	E9QAM5	Q8N5K1
G1TP04	A0A286Y4X2	W5NX59	M3WV79	F6PIC7	J9NWL3	F1RW79	E1BBP0	D4AAV8	A2ADH1	B4DXL2
G1TZ69	H0V2M6	W5PYG0	M3WLB3	F7CD61	J9P1B0	B5M447	Q17QK6	G3V8K9	Q03142	Q9GZR7
G1SJZ8	A0A286XTP5	W5PJF6	M3WQ01	F6YPT0	E2QV08	A0A287BMC4	Q5E936	F1M853	Q8CFD4	Q8NHG8
G1SVU7	H0W7V3	W5PBW5	A0A2I2U7D4	F6V4M3	E2RE54	A0A286ZKL8	F1MZ85	A0A0G2K0I4	Q9D2H9	Q8WW34
G1SVE2	H0WCJ7	W5QGF2	M3VVP1	F7AK97	J9NXR7	F1SHU0	E1BMG2	D4A8C8	Q9R071	Q92988
G1TGR9	H0VAA6	W5PIW8	A0A2I2UAB8	F6WX44	J9P297	F1SNW1	A0A140T847	M0RDZ6	A0A1Y7VKG6	Q8TE82
G1T3C3	H0VLD4	W5QHL7	M3VWB0	F6V3M1	F1PEG6	F1RFE6	E1BPK8	A0A0G2K0J9	Q8R435	Q9HAT2
G1T7R6	H0V240	W5P2B2	M3X6U7	F6VSX9	F6UTX5	P39035	Q0VCW1	Q5I0L4	Q8CAK1	Q5RI15
G1TVR2	A3RL34	W5QDG6	M3WZD3	F6YVC8	E2REP0	F1SKT4	E1BD13	Q91ZM1	Q80U59	Q6ZNA1
G1TE16	H0UYU2	W5PP59	M3W9B0	F6STE1	E2RIM1	Q9N2G6	G3X7E9	D4A0X1	Q3TF18	Q16854
G1SDQ0	A0A286XAA9	W5PXD3	M3X0T8	F6ZPL8	E2RET7	A0A287BKG1	Q2KIB5	D3ZWB4	C6KI89	O00767
G1TVX5	H0WC30	W5PQP7	M3W9C5	F7DUY3	E2R6Q9	F1RU55	A6H7A5	Q5U2R1	Q766D5	Q8IX07
G1SX41	A0A286XT32	W5NYV6	A0A2I2UZX0	F7D4Q5	E2RT88	K7GQ01	F1MCP7	B2GUY9	Q6ZQF7	Q9ULK2
G1SK39	A0A286XTE2	W5PEY1	M3WB90	F6QIR1	F1P959	F1RYP1	Q2KIQ5	D3Z9E5	P97952	Q9BQN1
G1TAA7	H0VVX3	W5PK46	M3WP43	F7AX73	Q3LSL6	P39037	Q3SX21	Q5BK13	G3X915	Q9ULK5
G1SSY6	H0V177	W5PTW1	M3W0K7	F6Q309	E2RB08	A0A286ZKK9	E1BMH1	Q566R0	A0PJE6	Q9NT68
G1T8E6	H0VKC4	W5PEB8	A0A2I2UMS9	F7BFR4	E2QUN2	F1S414	F1MC23	A0A0G2K6R4	O08746	Q5VVW2
G1SPN5	H0UUG1	W5P6Y9	A0A2I2V2K9	F6V6M8	J9P285	M3TYA5	Q0P5A3	Q9ESQ4	P01843	Q6ZSG1
G1T239	A0A286XSR7	W5NU20	A0A2I2U6S6	F7BX37	A0A0A0MPD0	A0A287BK75	F1MD46	A0A0G2K654	P70371	O43768
G1TUJ7	P70683	W5PX41	M3WGX0	F6X9F2	E2RAJ6	I3LLH8	G5E527	Q68FR2	B2RQL2	Q5W0V3
G1TS40	A0A286Y0N4	W5PGG6	M3W972	F6QBP4	E2R9K6	I3LDF6	E1BA85	D3ZHR0	Q9D844	P30989
G1U7F5	A0A286XS28	W5P725	M3WP36	F7DA65	E2R9D6	I3L6U9	F1MBQ0	F1M281	Q8BGR6	A4D1E9
G1T8D7	H0VPF9	W5PAR7	M3VU77	F6RZF1	J9P5B5	F1SK44	E1BM83	F1LR18	Q9D067	Q8TDR3
U3KLY8	H0VSZ8	W5PHZ4	M3WAF3	F7BP47	E2RTJ0	A0A287AHG1	E1BIP3	F1LNP1	P00920	Q8N8V4
G1TBI3	H0VZ02	W5PTR0	M3XDZ7	F6T8N8	E2RPZ9	F2Z572	F1MPQ7	F1LS79	Q059U7	Q9ULL5
G1T186	H0UYC8	W5QED2	M3X2B4	F6VCG7	F1PQZ1	F1SJ09	F1MY93	O54697	Q9D2Q8	Q96BY6
G1T3E1	H0VTE1	W5P1Y5	A0A2I2U3G4	F6Y9L9	F1PA65	K7GL45	E1BM26	H9KVE3	Q62073	P60331
G1SFI2	H0VDX3	W5Q982	M3W9Z3	F6YK46	E2R2R3	A0A287AFY2	E1BH25	G3V6I3	Q9D572	Q8N6F1
G1T3H4	A0A286XLA4	W5PUE3	A0A2I2UGC1	F6YV33	E2R0W6	F1RNN2	A4IFF6	P70604	Q921D9	Q9UFN0
G1TB19	A0A286XB90	W5PCL4	M3VYE6	F6RKS3	F1PPV7	F1SF56	F1N0I5	Q7M767	Q9QZS5	Q92522
G1SIY1	H0VRE5	W5P4X8	M3WU10	F6RC81	F1PVH5	F1RGW4	F1N6D4	Q32Q07	P23738	P20042
G1SUK6	A0A286XFU7	W5PCN2	M3WU80	F6RZI5	F1Q2U8	K7GNY7	A3KMV3	A0A0G2K098	P63168	Q13233
G1TVW2	A0A286XC84	W5PTI2	M3WAM3	F7DGS2	F1Q0I1	A0A287ASS4	Q9XSC9	F1LRA5	P35428	P04201
G1T348	H0W4K4	W5QHB1	M3X0D0	F6XLW3	F1PWQ1	F1SDM4	A6H7A0	D3ZC81	A0A0R4J1R1	P57775
P47841	H0VF72	W5QAG9	M3VZN4	F7ANQ4	F6Y4D1	P79897	F1MWE6	P30937	A3KGS3	Q9BT40
G1T899	H0W387	W5P3P7	A0A2I2U3J5	F6ZC00	F1Q0I8	F1RLA8	F1MBR6	B2GUZ8	Q9D7I0	Q92813
G1T7G8	A0A286Y495	W5PTN9	A0A2I2UI91	F6QSM2	J9P2P2	F1RJJ8	A7MBH8	P30919	Q91YI1	P34995
G1TPY2	A0A286Y462	W5QB13	M3WL60	F7A357	F1PXC1	A0A287AH06	E1BH37	A4GTP4	Q9CZC8	Q9UKJ8
G1T1P7	H0VUD3	W5NZZ3	M3W7J9	F6VM00	F1P990	A0A287BIX7	F1MU34	B1WC01	Q8K004	Q92743
G1T0C1	A0A286XH02	W5PL88	A0A2I2UTQ1	F6TSK0	E2QUE7	I3L7Y1	Q3ZCK1	Q5U2Z4	Q3TEA8	B7Z8Y3
G1T6K4	H0UUH0	W5PC63	M3WR54	F7D9D8	F1PB62	F1RGK8	Q0P5A2	A0A0H2UHF3	Q62029	Q6JBY9
G1U724	H0V8H3	W5Q7S6	M3VZ52	F6TMW7	F1PBJ5	A0A287A5U6	G5E6J3	Q62651	Q9QXW2	P43403
G1T6U1	A0A286XF95	W5PNV3	A0A2I2U448	F6QLZ6	J9P5V9	F1RG50	F1MJ59	D4A3G2	Q9QYT7	Q9Y2M2
G1SST7	H0UY94	W5Q540	M3W2G0	F6U255	F1PB59	A0A286ZRZ8	Q0VCF3	D4A0T0	Q9WUK7	Q86WC6
G1SZ12	A0A286X9U8	W5PQR5	A0A2I2UX42	F6YJR6	D0VWQ3	Q95342	Q5E973	A0A0H2UHS7	Q9CR57	P31249
G1TIR8	H0UUX3	W5PUR6	M3WAV7	F6Z286	F1PBV9	A0A287BJ88	F1MJK3	D3ZTU7	P70414	Q6PIU1
G1U0L2	A0A286XHM6	W5QI87	M3VXF7	F7BSU4	E2RFQ4	A0A287BSN5	Q3SZI1	D4AE81	Q9CPU9	Q96FL8
G1STM7	A0A286X784	W5Q4R4	A0A2I2UNM6	F6VIY0	F1PA52	A0A286ZSG1	O62664	D4A3X7	Q68ED2	Q9BTE7
G1T7H0	H0VNX8	W5QB09	A0A2I2UPN8	F7E4G6	F1Q3W0	Q2YGT9	G3MZ18	A0A0G2JU59	P47911	Q9BU20
G1T283	A0A286X8X5	W5PPM2	A0A2I2U4C9	F6SSZ6	J9PAT5	A0A286ZXN7	A7YSY9	M0R8J3	A0A0R4J051	O94916
G1T3C8	H0V0S1	W5QFL5	M3WSY7	F6WFH3	E2RDJ2	I3LTQ6	G3N295	D3ZM22	Q8R574	Q13190
G1SEF3	H0UYC2	W5P6H2	M3W6I9	F7E096	E2RLA4	F1SC51	Q3ZBI6	D3ZAD7	Q91W82	Q9Y265
G1SL81	H0V4G7	W5Q2H1	M3W9S4	F6UMD8	J9P6T2	A0A287BJ79	E1BIC8	D4A877	Q99L04	O00570
G1SHW8	H0VGX6	W5PTF1	M3XEF4	F6YCT3	F1PB81	F1S155	G3N104	D3ZWF2	E9QAD8	Q9UQ16
G1T5X0	H0UYG5	W5QAL8	M3WD18	F7DME7	E2RFX2	A0A286ZNZ9	Q0VD18	Q7TST9	P70248	Q8N8A2
G1SSW7	A0A286X9T7	W5PCC7	M3WSR7	F7DNF2	F6UPP1	Q3ZDQ5	F1MM17	M0R4F8	Q9D8U7	P36406
G1SU74	H0V841	W5NQ35	M3W7X2	F6ZZ33	F1PRR5	F1SRN9	F1MBN9	F1LV17	B9EKF4	Q9UBP9
G1T068	A0A286XTH0	W5P741	M3W2V1	F6SCL4	P63050	F1SMW9	Q5E9T9	P42123	Q9QXS1	Q9NWH7
G1TTQ8	A0A286XZ01	W5PN45	M3WHT4	F7CT84	E2QYH8	Q2HYU1	A4IFV2	O35141	Q9CQC5	Q0P5N6
G1TG86	A0A286XF13	W5Q0R7	M3X945	F6SBF0	E2R7A4	I3LRZ6	E1BIC9	D4ABV2	A2AJP5	Q9BQG2
G1SNR6	H0UX88	W5PG92	M3WMV0	F6XNJ8	E2R9L3	A0A286ZI13	Q2EGB9	A0A0G2K0J7	G3X9X1	P0DML3
G1SGQ7	H0UVE3	W5PJC5	M3VU93	F7B0Y2	E2RQ48	F1SR96	F1MLN4	A0A0G2K2R5	P70396	Q14153
G1TBR4	H0VRL9	W5P0N7	A0A2I2UTH2	F7DMJ2	F6XY57	A0A286ZPU7	Q4PJW3	Q5U2X9	Q7TPQ3	Q9H6S7
G1TEF5	A0A286XLE4	W5P2E1	M3WVM4	F6UZF0	J9NX34	A0A287A878	Q32PE4	Q9JIM4	P60954	P52429
G1T3I8	A0A286XMA8	W5NZD5	M3W8F7	F7DK40	F6XXY3	A0A287B2A0	E1B8L3	D4A3C9	G3UX69	Q86XA0
G1SKN2	A0A286XQW0	W5QAH8	A0A2I2V5B4	F6YXA5	E2QYQ9	A0A287AZJ1	Q2TA49	F1M7E5	F8VQH0	Q8N9N8
G1SQL6	A0A286Y1A8	W5QAR7	M3W495	F6PN68	F1PBI4	F1SGR4	E1B945	D4A6X4	Q8K4R9	Q96BD6
G1TI38	A0A286XSP0	W5P7X6	A0A2I2UXA7	F6W306	F1PPN3	F1SQF9	P79348	A0A0A0MY39	P97468	O15090
G1SEF4	H0UV63	W5Q5N4	A0A2I2U4S6	F6V219	F1PYF5	F1RYE9	F1N138	D3ZTZ6	P18525	Q8IYX1
G1U7H2	A0A286XBI4	W5PR50	M3WN71	F6VQW2	E2RN04	Q29053	A1Z2Z3	G3V6P7	Q8R1S9	P43307
G1SMU4	A0A286XXX3	W5P3H8	M3W8N0	F6TVR0	E2R4E0	D7RA17	F1MAW5	Q3KR53	Q8CGC4	Q6ZVD7
G1SI34	A0A286XC42	W5Q5H9	M3XDQ3	F7DQ27	F1PNK3	F1SAZ6	A6QPT4	Q4V893	Q61235	Q86XI8
G1TDM5	A0A286XAL1	W5P5P8	M3WFN8	F7CMG5	F1PWP9	F1RSY1	H7BWV5	D3ZXL5	Q80TS8	P14859
G1U235	H0UXN7	W5PVS9	M3WRB9	F6T7A1	E2R542	F1SSH9	F1MYH5	P15387	Q8BZL1	P28340
G1T3F8	H0V5V1	W5NW25	M3W1E3	F7AWR4	F1PGD3	F1S123	F1MIL2	Q2TGK3	Q8C0E5	P35711
G1SQN4	H0V609	W5P8P6	M3WJ12	F6RKH3	J9NU64	F1S488	Q3T904	Q2M2R8	Q9EPQ2	Q53GS7
G1SGN5	H0UTT9	W5P9R6	A0A2I2UPJ7	F6TEX7	E2RCF4	F2Z543	Q3MHE4	A0A0G2JXT8	O35887	Q9BW19
G1SJG7	A0A286XG96	W5NU46	M3W165	F7BNH6	E2RR71	A0A287BBG5	F1MX52	A0A0G2K0X1	Q9QYE6	P62750
G1TGE7	A0A286XQC8	W5PGT1	M3WI35	F6YYX2	F1PAS6	F2Z5P4	F1MRY8	D4A7T9	Q8VDV3	P29401
G1SPW6	H0WAJ1	W5P065	M3WL01	F6T4Z9	F1PSU9	F1SV59	Q29397	D4A416	P70402	Q5QJ74
O79436	A0A286XR30	W5PXW9	M3XDK8	F6Y108	J9JHC2	I3L5I2	Q08DD6	D4A871	Q75N62	Q15669
G1SN21	H0W7H8	W5Q9P0	M3X5I7	F7DQD8	F1PF33	A0A287AKQ7	A6H7D7	Q5VJS5	Q8R124	Q9BPW9
G1SHT5	H0W9P5	W5NPW5	M3X6B6	F6W683	F1PQX2	F1RZH2	F1MS95	B1WBN0	P62965	Q6UWN8
G1T1E6	H0VMX8	W5P8W5	A0A2I2UK00	F7BK80	E2R360	F1S3P7	Q5E9N2	Q9JLU4	Q9D9N5	P11465
G1TW04	A0A286XL74	W5PC87	M3W419	F6UJ47	F1PVJ7	K9J4V0	Q8WN55	F1M589	O35737	Q86UE4
G1SKF5	A0A286X8E8	W5PS55	A0A2I2UD13	F6Z9A2	F1PVC1	A0A0U2ETD0	F1MXS1	Q5XIW8	Q9DB77	A0FGR9
G1SLJ3	H0VE83	Q9N0U1	M3WBT0	F6WFR2	E2R6W9	A0A287BIK0	E1B932	Q6AXV6	H7BX78	Q3SYG4
G1U0S6	H0VQJ9	W5Q0Z9	M3W474	F7C385	J9JHF8	Q865K8	E1BM23	G3V8P3	Q9EQT3	O43281
G1SLS0	H0VIF3	W5Q3P2	M3WRC1	F7DKE7	E2RTL0	A0A287BA57	B0JYK2	P02803	P01590	Q5VZ52
B7NZQ2	H0VLM3	W5NPI6	M3WPI7	F7DV29	E2RMN1	F1SLK9	E1BFD5	D3ZXC6	Q8CGC7	O60884
G1SM65	H0VQZ1	W5NS52	M3X8T4	F6QY26	E2R0D8	A0A287A8C4	F1N018	Q498N2	A1L3C1	O94888
G1TVV3	P19442	W5PE78	M3W3J3	F6PU24	E2R9S1	A0A287AC58	A0JN38	Q5PPM8	A2AQH1	Q9Y2A0
G1T5V0	A0A286XDD4	W5P1E5	M3W8Z0	F6ZAF1	E2RMX0	F1RK76	A5D7N5	Q568Z8	Q9QUM0	P23219
G1T6W7	A0A286XXL6	W5PEW1	M3X681	F6Y6W9	E2RJP3	F1SE79	F1MQF4	D4A321	Q61147	P22692
G1TT03	A0A286XX39	W5Q8E0	M3XFF4	F6V704	F1PQS1	F1SG45	G3MYM9	F1M2D4	Q9D4V6	Q99767
G1TJ76	E0WC18	W5NX24	A0A2I2URF6	F6XIY3	E2RLY1	F1RF76	Q17QT2	F1LPU1	Q9Z1J1	P26583
G1SD24	H0V100	W5Q542	M3W1T5	F7BNK3	E2QUB2	F1RK25	A0JN54	F1M6T3	Q7TNI7	Q96SI9
G1SZD5	H0VD49	W5NR75	M3WB91	F6VAV7	E2R0F5	F1CK19	A5D7M1	P82458	G3UX50	P31749
G1T9R9	A0A286XH13	W5Q5Z2	A0A2I2UTF0	F6Y9J6	F1PKM4	A0A287AEP6	Q3ZCF2	D4A5N4	Q60644	Q6NUS6
G1TUH9	A0A286Y1D4	W5PRL5	M3W4J9	F6Y761	E2QV49	F1STD5	F1MXB4	G3V721	Q80W47	Q860B5
G1U198	H0V7U8	W5Q942	M3WXK0	F6VUI6	J9NTL3	A0A286ZND1	G5E5D1	Q5XIF6	Q921M3	Q8TCE9
G1SFX3	H0VX38	W5PES4	M3W112	F7AT10	J9NS04	A0A287AUX1	F1MMB7	Q6P7A6	Q9CY99	Q96SQ5
G1SGB5	H0VE35	W5P416	A0A2I2UXD8	F6XUJ2	J9P7Y9	I3LC73	Q5E947	P12785	Q922I7	Q5SYC1
G1U785	H0VQM2	W5QHL6	M3WXT6	F6RDR4	E2RK38	F1S7R4	Q3ZBS5	Q7TSE9	Q9JJ59	Q96CE8
G1SQG4	H0W877	W5NWH9	M3XED2	F6U5V3	E2QZL2	A0A286ZWQ1	Q3ZC60	P48442	B9EJW5	Q9Y548
G1U1Y3	H0V3K5	W5PYI7	A0A2I2U1M7	F7BHF5	A0A0B4J199	I3LME2	Q5E9U4	D3ZYI0	P21552	Q9C010
G1TAN2	H0VLA0	W5PQ59	M3WGW6	F7CBK8	J9P8U6	F1SNC9	F1MTN1	P33124	Q5SZV5	Q96BT3
G1TI48	H0VX95	W5NTU7	M3X791	F7C7C8	J9NYC3	F1S1Y7	Q08DZ1	P32301	P70186	Q9H4I3
G1TBS2	H0VG59	W5PDV5	M3WB06	F7AU83	E2RLQ9	A0A286ZUM8	Q2HJ27	D3ZUC2	P97310	P30679
G1SI90	H0V6P3	W5PDN4	M3WXH4	F6Z5U6	J9P0H9	A0A287B674	B0JYL4	D4ACY1	Q8BG21	O75317
G1U7E4	A0A286X8W1	W5PM16	A0A2I2UJ34	F6QVV1	F1PTD6	F1S2D3	Q0VC35	Q4FZV7	Q8CGR4	O75633
G1T255	H0VI36	W5PTV9	M3W328	H9GZT2	F1PA33	F1RXB4	E1B8Y9	A0A0G2K9Q8	O09111	P56159
G1T3S3	H0V7N3	W5QAJ8	A0A2I2UEG8	F6WYF4	F1PNR8	A0A287BBP1	F1MCH2	F1LR04	Q60751	P58546
G1TPH4	A0A286XXC6	W5P7T1	M3W5J4	F6VLD8	E2RCX3	I3LM94	F1MJ00	A6N6J5	Q8CDV6	O43497
G1SN79	A0A286XCC9	W5PY00	M3WUY6	F7C6Y0	E2QUA8	Q00P49	Q3MHZ7	Q91XS8	O88895	O00203
G1SG28	H0VA73	W5PXY4	M3WJR8	F6RT09	E2RS46	F1DQZ7	F1MPE1	A0A0G2JTZ2	Q9DC61	A6NHL2
G1TD61	H0V8F4	W5PU65	M3WN19	F6SLW4	F1PJ74	A0A287BMY7	Q0VD53	Q9WVR7	Q3ULD5	Q2MV58
