IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
E2RPA6	Q2HJD7	B0BN86	Q9R1P1	Q9NPF0
F6Y875	Q2KIG0	D3ZP13	Q99JY4	Q6PL45
F1PZ56	F1MB94	D4A916	Q9Z218	B5BUB1
E2RQK1	F1N1H5	F1LRE1	Q91WG2	P36952
E2RH21	Q08DM9	G3V6J8	Q3U515	P04234
F1PX38	Q2TA17	G3V782	Q62035	Q9Y4W6
E2RIG0	Q2TA03	D3ZEG8	Q8BUY5	Q13387
F1Q019	G3X6Z1	D3ZP78	P70325	A8MTY0
J9P2P6	Q2TA08	D3ZS02	E9PV14	Q02790
E2RFM5	Q17QE5	D4A189	Q8R5B6	Q9Y5I0
E2RA98	F1MQX5	D3ZAA1	Q9D4H2	O95297
F1Q0L4	F1MRZ4	M0R5R0	P21552	Q9UNH5
J9P2A2	B0JYP8	D3ZHG0	Q9D2Z6	P36957
E2QX70	A7MB24	Q4KLY0	Q8BY46	Q96H55
F1PBK4	Q1LZG6	D3Z9G0	Q9Z1B5	Q14974
F1PHA8	E1BA56	A0A0G2K2K4	Q9QZ10	Q8N841
F1PG13	Q3SZ12	Q8CIR5	Q8VCT9	P62280
E2R1M2	F1MQX1	G3V970	Q8BGV0	P25025
E2RCG7	A5PKM1	F1LR42	Q3UDR8	Q13490
E2RQF7	F1N358	D3ZF82	Q99M20	Q7L4E1
E2R752	Q2KJG4	D3ZZM9	Q9Z185	Q8IWA0
E2QTW8	Q3MHQ4	Q9JK59	E9Q5N9	Q8N142
J9PAS7	A6QPS2	D3ZB14	Q8BLF1	Q9NVP2
E2QX50	F1MT04	A0A0G2JY41	G3UZ38	Q96DN6
E2RJH0	Q1KZG0	F1M5Q4	Q64323	Q63HR2
E2RB92	Q3ZBV8	Q91XJ1	Q99J56	P57058
F1PKA7	E1BCP0	Q71DI1	B9EJW5	P29375
F1P671	Q2T9U5	D4A6M0	Q5DTU0	Q8NG06
E2QY93	Q32L30	Q66H21	Q8BUY9	Q8TDM6
J9NYG8	E1BM11	Q499S1	Q9EPQ7	Q8N4N8
E2RJ82	E1BAZ4	D3ZS79	Q99KE8	P09913
A0A0A0MPB9	E1B8R4	D3ZG74	P28231	Q9Y4F1
E2RB64	Q32KW7	A0A0G2K318	Q9Z0M6	Q9NVY6
E2RR76	Q3SWY1	D3ZZT6	Q8R4S0	Q8NDZ0
F1PJP1	E1BGH5	M0R8T5	Q9CQ74	Q5VW32
J9P9R3	Q0VC75	D4A055	Q8BYZ8	Q8IYS0
J9NWS8	E1BKP0	Q561K2	Q9R0L1	Q9NX00
F1Q2S4	E1BPS6	D4AE63	Q5SUF7	A8K979
F1PYJ9	F1MWA6	D4AC07	Q8CHG1	A0PJE2
F1PXL4	F1MQP6	A0A0G2JZX5	P33146	Q8NCK5
J9P808	F1MZD0	B0BMU7	P04441	Q9BS26
F6Y7V4	G3N3L0	O70301	P12399	Q3ZCT1
F1PWH9	E1BMZ2	B5DFN4	P12787	P19388
F1P826	E1BEZ6	P24050	B5TVM2	P50120
E2RJ07	F1MTA9	D3ZCK1	Q7TPS3	P17752
F6V5Z8	E1BNT4	D3ZSW4	Q923Z0	Q92581
E2QUW3	Q1JQD3	D4A3V4	Q3UH85	P23381
J9NYT5	F1MRI0	D3ZWN6	P0C242	Q16384
F1Q0M6	E1BDC2	Q5BK47	Q7TQF2	P30510
J9NS24	E1BFT9	Q68FS7	P30545	Q9Y3P4
E2R727	Q29RJ3	M0R5D6	P12710	P78347
E2RP48	F1MMN9	Q6TUH0	Q99J45	Q9NUS5
J9NTS3	E1BJ01	Q5PQS6	Q8C879	Q96S79
J9P629	A7MB88	F1LUS2	Q61036	P49407
F1PUX7	Q9BDK2	Q8CJD3	Q8BUV6	P26012
E2RNV5	A6QNM5	B5DFD8	P59279	Q86XR7
F6V6H9	A6QQP9	M0R9R0	Q0VBF2	A7MCY6
F1PT95	G5E6I3	Q32Q00	Q8CHD8	Q8TAG9
F1PC42	G3N1D2	P80433	A0A0G2LB91	O60359
F1Q2J6	E1B702	A0A0G2K350	Q9QZB1	O14862
F1Q2H6	F1N409	F1M7S0	P03966	Q8WYQ5
E2RES1	F1MUI1	P28042	Q9D6K5	Q8N8R7
J9P1U4	A0A140T849	A0A0G2KBB9	E0CX53	P04114
F1PWG5	A2VE74	A0A0G2JWK6	P12961	Q6P988
E2RQW8	Q29626	P12346	Q8VCB1	P50453
F1Q1H9	F1N0A6	A7YY82	P97467	Q15434
F1P9G2	G3X7K6	Q4V8D6	A2AVJ5	Q9NY93
J9P3M1	Q645M6	A1L127	Q6ZQ06	Q99759
F1PJV7	Q3ZC17	B2GUV0	Q6PB51	P43268
F1PN38	F1N168	Q5XIQ8	F8VPJ6	P02792
J9P1D1	Q3MHE1	P51179	Q922Z0	P42338
F1PMP0	F1N5X8	P70705	Q64249	Q9BXW9
E2RBY4	A1L552	Q9JHW5	P25916	P09001
J9NX00	E1BNL0	Q5PQT5	Q504M2	P62945
F6X4N8	Q58CU3	Q5XI51	Q8VC30	P23109
F1Q0R8	E1BHH1	Q569C3	E9QAG8	Q8IU54
E2QUA5	E1BFE2	Q5RK08	Q62465	O15075
E2RMA4	Q2HJB7	D3ZTY6	Q9D4K7	Q8NGT1
E2QWV9	A4FUB3	P97520	G5E837	P10071
E2QVZ9	F1MY37	Q99ME0	Q7TMR0	Q8NCN2
E2QT78	P00430	D4A021	O54689	Q4LDG9
E2RMH8	F1MRT0	Q6UY90	Q8BRB7	O75022
F1PNT9	A6QLR4	D3ZD78	Q61809	Q99616
E2RCJ5	F1MRC2	D4ABX6	P11033	Q86UC2
F6ULD4	Q1LZC9	A0A0G2QC17	A0A0A0MQE8	Q5QJE6
E2RSC8	E1BLF4	D3Z977	Q8BG84	Q9HBT7
E2QZL2	E1BAI2	Q5XIR8	F6WLY0	O60732
F6XZ19	G3MYW2	F1LQP9	P14234	Q9P0R6
E2R4I0	A3KN51	Q3MHU2	P63058	Q9H293
E2REH2	Q3ZBD4	F1M885	Q9CQZ0	Q9H649
E2RGG9	E1BDU9	B5DFN2	Q9D902	Q13573
F1PN47	A0A140T8A2	D3ZX38	Q66JX5	Q15797
F1PMA0	E1BA85	A0A0G2JWX9	Q3V096	Q13698
E2RKW6	Q5E9B8	G3V8F5	Q9D1C2	P42766
E2R694	Q32LL5	Q5M849	P56389	O15239
J9P372	A5PJM2	B1WBR9	Q3TGW2	Q10588
E2R8V6	F1MNK6	B2RYE1	Q8C9S4	P36969
E2RCB1	E1B900	B5DEQ1	Q8CGE5	Q3BBV0
F1PR66	E1BQ00	F1M9S9	H3BJ86	Q14789
E2RFK8	Q3ZBC0	Q3B7D3	Q2WF71	P62854
E2R979	P81401	Q5EBA8	A2AHD1	P17035
F1Q3Y1	F1MD14	D3ZLI9	Q794H2	Q3SXP7
F1PMV8	F1MW34	D3ZEE9	Q52KG4	P01210
E2RCR7	F1MFD6	B3DM88	Q9D119	Q13465
E2R2A1	A6QR41	D3ZBN0	Q9D7Z6	Q53TS8
E2RTI8	E1BDK9	Q5HZY0	Q8K1K4	O60356
E2RI52	E1BC87	D3ZZ82	Q80YP0	Q2M1P5
J9P5L3	F1N199	P63259	Q6VGS5	Q8WV99
F6XTV7	F1MRP8	D3ZTQ2	Q9EQU5	O43709
F1PR32	F1MET4	D3ZAW4	E9Q5M6	A0A0A6YYG9
O46550	A4IFF6	Q9JIJ7	A0A0R4J018	Q8IWD4
E2R1U4	P10861	P67779	Q99NA2	A0A0S2Z6F4
E2QRU5	A4IFN8	A0A0G2JUE5	Q3U1V6	Q16094
E2R936	F1MPL1	M0R884	O08688	Q9NXA8
L7N0D9	Q3ZBL1	A0A0G2K770	A0A0R4J0E1	Q9NZL4
F1PDT8	G3X6W0	D3ZTT1	Q3UXZ6	P17658
F1PK20	E1BCZ3	P28576	Q8K409	Q8NDB2
E2REE8	F1MLA9	A0A0G2K7C9	A2NTY6	Q8IWF9
F1PUU8	Q2NL04	M0RD70	A2AS89	Q9NVD7
J9P401	P00516	F1LPY4	Q8BZJ8	Q9H172
E2QS43	F1MCR4	D4A8G6	A2ACQ1	Q15814
J9P6D7	F1MQB7	B0BN52	Q8JZS7	Q14953
E2RL28	F1MS76	Q5BJM8	E9PYA3	Q9Y5Z6
E2RRG7	F1MGI5	M0R589	A2AGL3	O43313
J9NYE2	O46471	M0R5Q9	P14220	P37088
E2RKB7	Q9TRE5	D4AC65	Q9WTZ1	P02774
Q8MKD5	G3MWS8	A0A0G2K601	Q9CX53	Q9Y5F1
F1PMN8	Q0IIF0	D3ZMA2	Q8C6B9	P26045
F1PEX1	E1BBS7	G3V9W0	O70146	O43665
J9NXU3	Q2TBK8	A0A0G2JZ70	Q91WZ8	O00526
E2QYK0	A1A4K4	A0A0G2JXX8	Q3TWH3	Q9Y385
F1PEB5	P50291	D3ZHV2	Q80VV3	Q13641
J9NVG8	E1BCZ7	Q2TL32	G5E825	O75093
E2R3D9	F1N2S1	A0A0G2K4L7	Q99PQ2	P21246
F1PYQ3	Q1JPG0	Q6TXG2	Q62386	P30461
F1PU99	F1MII5	P0C2N6	O35451	Q92502
E2RC58	Q1RMN5	Q63548	Q3V460	Q8WVH0
E2R118	E1B748	Q63357	Q8BMK4	Q6YI46
E2RT03	Q0VCQ0	Q8R2H0	E9Q468	Q6PID6
F1PMB3	Q2KIN5	Q68FP7	Q9D273	Q9NY87
F1P7U5	F1MM10	Q498U0	A2A6P4	Q9BPW5
F1PNX6	F1MX74	A0A0G2K505	Q8BUB6	Q9UPN3
E2QUG8	F1MJ95	P59692	P10148	Q96M02
E2RMV6	Q08DN3	Q5BJS9	D3Z4D8	Q8WYC5
J9P5I8	F1MDK9	Q9Z2J9	P29416	Q9BRQ8
E2RR09	Q0P5G6	B1H294	Q8CDM4	Q9UBS9
F1Q2X9	E1BE86	F1LS35	O88974	P81408
E2RNZ4	F1N5V3	A0A0G2K9F9	Q9CZJ1	Q8N2G8
F1PT49	E1B9B2	F1M0C0	Q8BTN3	O14756
E2R2H2	F1MW24	F1LMY4	E9QPD3	Q6UWU2
J9P1N1	E1BKI5	O88948	P56654	Q6UWN8
F1PN30	F1N2J6	D3ZU82	Q8VCC1	Q9NWG3
J9P555	F1MMM6	F1LPL9	P97865	Q719H9
F1PYL1	F1MDI4	Q5HZE9	Q9QX60	Q9NVU0
J9P1J6	E1BHM9	D3ZN41	Q8VC16	P52824
E2QXE8	A6QR31	D3ZF12	Q5SQK1	Q99665
J9P624	Q2KI47	Q4V8J4	Q68FE8	Q5W0B7
E2RFF2	E1BE97	P21818	Q9DCC3	Q15788
F1PFN7	P19632	D4AAZ2	P55050	Q9BQY4
F1Q2N2	Q3SZ31	M0R3J4	Q8BRB0	P46940
E2R064	F1MTB5	Q5U206	Q9CXI3	Q9BY44
E2RK67	F1N6S4	Q05982	D3YZP9	Q7Z3Z3
F6V8E4	Q0GBZ5	P97829	G3UYX5	Q92913
F1Q1G2	Q2KHU8	Q5M827	Q9JMG1	Q9Y376
E2RNJ6	F1MTT8	Q6P6W3	Q61477	Q7Z2Z1
F1PVX0	F1MAX1	F1M989	O54942	Q9Y5U5
E2REB5	F1MTJ9	Q6IFV7	Q3USH5	Q9NP87
J9P1Q3	Q2KIE4	B2GV02	P97499	P61020
J9P7Y2	Q58CZ3	D3ZVN9	Q8VE99	P41238
E2R9D7	E1BP59	Q05030	Q8K284	P10092
J9NST9	P05631	A0A0G2K2A4	P05017	Q11201
F1PB35	Q0V8F0	F1M8V2	Q7TND5	Q9UFD9
E2R4Z8	E1BMM4	Q5XI77	B1AZ99	O15481
E2RM77	Q32P78	B2GUV5	Q04690	P30050
F1PYM4	E1BHS1	Q5U355	P63056	Q96L50
F1PYF3	Q3MHF5	D3ZZ44	Q80V85	Q9UHQ4
E2QZ39	F1N463	G3V8H4	Q99PE2	Q99836
E2QXY4	F1MFE9	D3ZAK1	P29812	Q9H5F2
F1P6W0	Q2KII2	Q3KR86	Q810M1	Q6UXI7
E2RDF8	Q2KJD6	D3ZJT1	G5E886	Q9Y4K3
F1PEJ5	F1MRU4	Q05KR1	Q99LZ3	Q4G0P3
F1PFR5	E1B964	Q5XIT6	Q8CAH8	P18507
J9P9Q2	A7MAZ6	A0A0G2K0C6	Q9D4W2	Q6ZVN8
P58027	A6QLC6	A0A0G2JSH0	P97952	O75414
F1P6B4	A2VE01	M0RAI4	Q9CZP5	Q8WYF2
F1PD79	E1BGJ5	Q561R9	Q8K0P3	Q8WUM9
F1PRR1	E1BD15	Q6AYH3	O88697	Q15311
F1PEL8	G5E626	D3ZPJ1	Q766D5	Q9H300
J9NYE8	Q2KJ82	G3V683	Q9WTZ2	Q9ULD5
F6XXC7	A1A4Q8	D4A3D8	Q3U214	P46777
F6X7N2	A7MBB6	D4A1E5	A0A0A6YWZ3	O15296
F1P643	E1B777	Q5PQW4	Q08376	P20702
E2QVE6	F1MDF1	Q66H09	B1AVF5	P08621
F6XLD3	E1BEZ5	Q5BJP3	Q8BGR6	Q92956
F6Y5D4	Q08DZ7	D3ZKF8	Q9CWG8	A8MPS7
F1PR85	F1MBS6	Q64666	D3Z0W3	P03891
E2RCC3	F1MWB9	B0BMX3	Q921S7	P01700
E2R0K0	F1MER2	G3V902	B1ASB6	P15090
F1PEA3	Q3T004	M0R513	A0A0R4J2D6	Q2I0M5
F1PV15	Q1JQD7	P52847	E9QMD2	Q86UX6
F1P8R7	F6R1L1	D3ZLQ8	P49962	Q63HM2
F6XCD9	Q3SZP4	A0A0G2JSS0	Q6ZPI3	P09669
E2QSH3	O97681	Q8R4T2	Q8C561	Q9NQT8
J9P0V8	E1BL45	E9PT72	Q9WVC3	O43921
F6XP41	F1MNG5	D4AB31	Q8JZP9	Q8N5P1
J9PA18	Q2KIA3	A0A096MJ70	Q02739	P35790
F1PE97	E1BKZ6	G3V6N3	D3YVJ1	Q96MV1
F1Q3Q3	Q5E9S9	A0A0G2K997	O88978	P02749
J9NRJ0	E1BIN1	Q5PQK3	F8WJD4	P04181
F1PTD6	Q3ZBB0	A0A0H2UHQ7	Q6NZL8	Q8N7B6
F1PFM7	Q32PB3	Q5PPI9	Q64133	Q5ST30
E2RJP7	E1BIS4	G3V612	Q8BK48	P37235
F1PRE9	F1MHP1	A0A0H2UHE5	Q6PCM2	Q96DE0
F1PY68	F1MHV4	O08725	Q8VCC9	O95944
E2RFQ9	Q0VCY3	D3ZN30	Q9Z2F7	Q15059
F1PFC9	E1BG04	P48768	P01849	P17019
J9NTF3	G3MWZ7	P47197	Q8R4E6	Q8N4P6
E2RB65	F6Q4B1	D3ZJY8	E9PVC2	Q13444
F1PKV2	A7MBH9	D3ZQW1	Q80UW8	P62140
F6XZU9	Q5E9C4	Q642E3	Q9WUR2	Q9BSG1
F1P7L3	Q3T136	Q5M848	Q8CAY6	P54826
Q9TTD8	Q32S29	O88763	E9QJR0	P23276
B6EY10	F1MKX4	D4A5W5	Q9Z1P4	Q8TC71
F1PU59	A6QLZ1	Q920M2	Q61702	Q6P1R4
F6UTX5	G3N1F0	F1LP92	O35714	O14646
E2R5F7	G3N2B1	D4A4T6	Q61152	O95644
E2RCJ1	E1BK51	F1LSH5	E9QPD0	P61972
J9PAB3	A6H7E9	Q9WTR8	Q9D0U6	P09884
F1PTF2	Q29S21	A0A0G2JYH8	Q3UDS4	Q8IZJ4
E2QUC8	E1B8S3	Q9ERS1	Q8VCH7	Q9Y696
E2RE13	F1MW58	Q6GX86	P49282	Q9P258
E2R1S0	F1MY27	F1LX35	O35659	Q9BYE7
J9P852	E1BQ18	M0R557	Q62296	O00338
F1PG39	E1BDH9	M0R6C5	Q9DCD0	Q96DA2
J9NRR8	E1BF46	F7F5P4	Q9CTU8	Q3ZCQ3
E2RAK5	E1BJH9	M0RBH5	Q8BK56	Q8N5H6
J9NZB8	Q0VD49	B5DF69	Q8BFU2	P54277
F1PU29	F1MWE4	Q6P7A2	A0A0R4J0S1	Q9Y6Q5
F1PR93	Q32LE1	A0A0G2K8K2	Q00731	P59046
E2RQ11	O97725	Q62968	E9QQ21	Q96IY1
F1Q0B8	Q32L17	P18596	P21803	O43187
J9P0P5	F1MUA8	D3ZHG3	Q99KF1	P07510
E2R287	F1MEM8	Q6AYT0	Q80ZU0	Q96HZ4
F1PYK2	A2VDK7	D3ZWW0	O35674	Q96ND0
J9NUW3	F1MM26	M0R740	P04939	P02788
P25473	Q32KW2	D3ZPL1	P70424	Q5T3F8
F1P8A7	E1BCK9	G3V7L0	Q9R1J0	Q7Z3Y4
E2QZH6	F1MIV1	D3ZP72	P70120	Q13740
E2RE88	E1BGD9	F7F855	Q61199	Q96HP0
J9P5E0	A7Z038	A0A096MKF8	P43407	Q9NPJ6
E2R2R3	E1BK18	A0A0G2K261	P23475	Q9P2B2
J9NUS8	F1N378	D3ZN31	A2ARK7	Q8TE73
F1PG57	F1MZX4	M0R3Z4	Q1PSW8	P43155
F1Q2J5	E1B8Y0	Q9WU34	Q80W32	Q0VAC0
E2QY04	F1MGX8	P0C2C4	Q8C8K6	Q03431
P34962	F1N7A1	Q4V887	F8VQE0	Q02086
E2RPD2	E1B710	D3ZF42	Q8CHY3	Q15746
E2QYE9	O46470	M0R4E1	A0A0R4J1A6	Q9UDR5
J9P2U5	Q0P5G2	Q63475	Q91YE3	B2RWN4
E2RKI4	A7MB28	F1LNF5	D3Z3H4	Q9P0J6
F1PK45	E1BHV3	B0BMX6	Q3TQ88	Q8NBV8
F6XC21	E1BDF4	A0A140TAC9	Q8BT20	Q8WYD3
J9NS40	E1BC84	P04917	Q60766	Q08209
E2R0J8	E1BPT6	D3ZX21	Q1RLL7	Q8IVT2
E2RIV8	Q0P5E8	F7EXF4	Q8K1I7	Q6YHK3
F1PNG4	E1BKK5	A2RRU4	Q7TME0	Q96GB0
E2RMX1	P68432	Q6SLE7	P97461	Q96DN5
J9P345	E1B933	D3ZG97	Q6NXK9	Q6UWJ8
F1PC52	G5E5X3	P0C6T3	Q4G0B8	Q9BZM6
E2RLU9	A1A4P4	D4A2F2	P61967	P49810
F1P7G0	Q17QZ9	Q5U2W4	Q8BJ64	Q9H244
E2R837	F1N5I2	G3V7R6	Q62210	P00403
Q95N05	F1MTX6	D4A9Y1	Q8JZP2	Q9HAU8
E2RLD4	P04972	B0BN25	P04342	Q5XUX0
E2QZG9	F1MIJ6	O35878	Q5RJG1	Q14241
E2RA18	Q32L27	A0A0G2JYJ7	Q9CQQ8	P20226
J9JHN0	F1MWS9	Q9R1T3	Q7TQI7	P18085
F1PW11	E1BAG4	D4A1W6	A0A087WPK9	Q9NXF1
E2R9G8	F1MZY9	F1LMU7	A0A0R4J1S3	P17081
F1Q0L2	E1BKP1	D3ZMR1	A0A0R4J1C9	Q9BWV7
F1PHT9	P21457	Q3B756	Q3TXX3	Q92624
F1PDD9	Q32PH7	O88764	Q6P1D7	P78563
E2QYN5	P01175	D3ZU70	A0A0R4J0K0	Q9GZU3
F1PYL4	E1BNU4	D3ZSG3	Q9EPW2	Q8NDX6
F1PDN5	F1MND0	D3ZBW4	A2ARJ3	P54803
J9P802	Q3MHP3	B0BNM5	Q8BIF2	P02746
F1Q2Q6	Q0VC80	E9PU29	J3QML2	Q6NUK1
F6V783	F1MDD1	D3ZJB2	P49452	Q2M1V0
F1PHG3	G3X7Z2	Q5FVQ0	A6H687	E5RJM6
Q95JD5	E1B9M5	Q5I0N4	Q8VHW2	Q9UIF3
E2RIB7	F1MR37	D4A6F2	E9Q6J4	C9J442
E2RPC7	Q2KIT8	Q6P6G4	P00920	Q9NVP4
F1Q460	P07994	F1LP37	Q60707	Q92551
E2RPM8	Q32PD0	Q5BK57	Q9JI08	Q504Q3
F6PKZ1	E1BG64	Q8K422	P70193	Q495Z4
E2RHV9	F1N3Q8	Q642A6	Q9DB98	Q9UBF2
J9P2L1	E1B835	D4A148	Q9EQJ0	A6PVS8
E2R4P6	O62664	B2GUY2	Q8BUE4	Q6V1X1
E2RTA2	F1MQD5	D4ACL4	Q9JIG4	Q6UX72
Q5XX84	F1MEM9	D3ZSB9	Q9JJG6	Q9UPN9
F1PRU9	F1MN39	D4A9B2	Q9CS74	Q9NX58
E2QV18	F1MPL3	A0A0G2JTK1	A0A0R4J0N5	P50851
E2RE70	Q58DU8	F1LQ93	Q3TYX8	A6ND01
F1PJV5	Q04790	D3ZBT6	E9QN99	Q9BYJ1
F1Q2R6	F6S0Q2	D3ZYF2	A2A5J5	Q9H6A0
J9P595	A7MBH3	P62882	Q8BW93	Q9BY49
J9P7J9	B0JYN4	F7EZF5	O88736	Q06S70
F1Q453	F1MS63	Q6AYU5	J3QQ27	Q9BW92
F1PR37	F1MHQ8	G3V6C1	Q924M7	Q9Y3A4
F1PRY5	E1BGJ9	D4A4S3	H3BJ85	Q9UIS4
F6UZQ0	F1MJA6	A0A0G2JSH2	Q64692	Q5EC54
F1PJE7	E1BD52	D3ZPZ3	Q05928	O75084
F1PWR6	G3MXN3	F1M1X7	Q7TNJ0	Q9BZI7
E2R4N1	E1BPI9	Q505J9	P09036	Q99705
F1PFM6	A7MB94	Q5M9F8	P28667	P63165
J9NZD0	F1MJZ4	P08104	Q8C3W2	A0A1B0GTZ2
E2RGH7	Q3SYY7	D4A768	Q8CHS8	Q96SE7
E2RA67	F1MTZ7	A0A0G2K4E8	Q8K3X6	Q0VGE8
J9NUE0	Q3ZC64	D3ZT76	Z4YJE9	P46019
E2RQE7	G3N314	Q6MG13	P30681	O75182
E2RIY8	F1MBU6	B0BNL7	Q9R097	Q86XD8
F1P9S9	F1MAZ6	Q5M7T6	Q8BFW7	P09874
B4YY04	A6QPJ1	Q64273	Q99PT3	Q15370
E2RNC7	A0A140T8A5	D4AE80	Q80XK6	Q06609
F1PVU4	F1N141	Q4G078	Q9WU56	Q15027
E2RC76	E1BBV2	D3ZLE2	Q60945	P20264
F1P9A8	Q17QT4	Q569B5	B5THE2	Q9Y3L3
E2R0X2	F1N1X8	D4AC97	Q8BIQ5	P49336
F1Q0E3	G3N180	G3V7E0	Q8K3C3	O43173
E2QXT5	F1MNW1	D2KX21	Q00897	K7EL21
F1PHC7	Q3T0V3	O08557	Q9D0R8	B2R6K0
F1PEI0	A4FUD1	D3ZN39	Q8BKH7	Q02543
F1P686	F6QPE0	Q5XIJ5	F6UPY1	Q9UKT5
A0A0A0MPC8	G3MYY2	Q9QXN1	Q9BCZ3	Q86Y79
F1PFB4	Q3T0S7	A0A0G2K2C7	P49443	P61981
E2R949	F1MWU2	P30560	Q80X71	Q9NPR2
E2R0L8	Q32KM6	G3V985	P80205	P30084
F1PB74	F1MUQ4	P59649	Q9D0E3	Q99797
E2REP7	Q28156	A0A0G2K2Z5	Q9DB60	Q8TDY8
E2R023	F1MC02	A0A0H2UHW7	Q6P9S7	Q96R67
Q5J2F2	E1B7V1	D3ZTV2	E9QPU2	Q9NVH0
F1PLT6	Q3ZBN3	F1M4J1	Q8C8Y5	O14975
E2RJY7	E1BFU9	Q9Z133	Q8C988	P08493
J9P2G7	E1BJ74	D3ZAW6	F6QZ23	P19447
F1P8U4	E1BEP7	G3V7T8	Q9DAM5	P35558
J9P0J9	F1MLD6	A0A0G2JZX7	Q6NXK8	P51570
E2RGJ1	E1BM72	F1MAQ7	Q9Z1B7	Q7Z3B4
A0A0A0MPB0	B3FXL5	D3Z9Z5	Q3US17	Q9BX40
E2RTE5	F1N1M5	M0R6Y0	Q6DG52	Q13183
F1P8W8	G1K1D0	Q5FVN7	Q3UHE1	Q96ME1
F1PRX1	F1MAU9	D4A5S1	Q6NZH9	Q96DT6
J9P693	A2VDR0	M0RD76	Q5GAM9	Q8WYR1
F6XY57	G3X8D7	A0A0G2K242	Q3TZL3	Q8WUN7
E2QTI7	Q3SYV7	A1L132	B2RSU6	Q9UBB6
F1PIU4	F1MRM8	Q5PPI8	O88819	Q9UBJ2
E2RB89	E1BAA3	A0A0G2K456	E9Q2N0	Q6PI26
E2RRF8	E1BL00	M0RB04	Q8QZX2	P62158
E2QSI9	F1MUG2	P06494	Q9EQ14	P29034
F1PMW8	F1MQ56	D4A274	Q9Z0W3	P0C7P4
F1Q4K8	Q3ZBF3	F1M798	Q9ES52	Q7Z333
F1P6G2	A4IFL6	F7FHF3	Q60817	Q9H902
E2R1H3	Q3ZBQ6	B5DFL8	Q70KF4	Q99525
F6V049	F1MF97	Q5XIG5	P63141	O00461
F1P9C8	F1MLX6	Q9ESN0	O88809	Q9HBW1
E2RQ14	Q1RMU4	D4ABZ5	Q9D4J7	O75150
E2R8G9	P56966	D3ZIK1	Q6P8J7	P12821
E2QWE4	F1N720	D3ZDW5	Q9WUL7	P21817
E2R9T4	F1MDA3	A0A0G2JUB6	Q91XE7	Q9NTN3
F1PN34	F1N2E6	D3ZSF1	Q80YW5	P02649
E2RE35	F1MTU4	B1WC56	Q571I9	Q53S70
J9NV68	F1MXP9	D3ZZ89	Q9Z1P7	Q96L96
E2RMU6	F1N6Y2	F1M5V7	Q61112	Q7Z6G3
E2RQP4	F1N327	A0A0G2K240	Q9JHF7	P02745
E2QUB0	F1N772	M0RBJ0	Q99LI9	Q9Y5B8
F1PND0	F1N3W8	B2B9A9	Q80T21	Q9BZL6
F1PAU0	E1BG25	F1LSA8	Q3UU43	Q9HCH3
E2RTE6	F1MC61	D3ZMS4	Q8CEC5	P35354
E2RNJ0	O77482	Q5XIF1	Q8R1Q9	Q96JM3
J9PAT5	E1BJW2	Q9JKW1	Q9D3P8	Q8ND71
E2RSA6	E1BMI4	D3ZUW6	Q6P2L6	Q4G112
F6UME0	E1BLZ8	G3V8I4	Q3TIU4	Q9Y2X8
J9JHC2	Q2KII7	Q2PWT8	Q7TT32	Q9BW60
E2R729	F1MNA8	A0A0G2JSR4	Q62245	Q03135
E2QXM1	Q2KIX1	Q2M1K6	A2AQ99	Q96LR4
J9NWX8	E1BF37	F1M787	P58501	Q13227
F1PCB6	E1BJ34	Q6GX89	Q3TKF8	A6NEK1
J9P196	E1BLC0	D4A2E3	Q9CQP2	Q9Y566
E2R5T1	F1N0W9	A0A0G2JSI1	P40936	Q6ZW31
J9NSE0	E1B7V8	D3ZM05	A0A1Y7VKG6	O75602
F1PMX4	Q5E988	M0R907	Q64511	Q96F86
E2RHE0	E1BG29	Q6AYD9	Q80UP8	P21964
E2R0W7	A0A0A0MP91	G3V8S9	Q7TSK2	Q8N475
F6XHA7	Q3ZBV2	M0R4L7	P61164	B2RBR9
F1Q0B4	G3MYQ6	O54697	Q9CQG6	P55145
F1Q178	E1BLT5	G3V6L0	P12790	A6NGC4
J9P0M5	E1BHY2	D3ZQE3	Q3U487	O15400
E2RCP3	A5D7K6	G3V6J9	Q9Z2V4	P21399
J9P9B2	A2VDZ6	D3Z851	Q61820	P08700
E2QUM4	G3MWI1	D3ZXH8	Q3V1I0	P51813
F1PRX5	F1N655	G3V8S8	Q99JP7	Q9C0C4
F1Q3P2	A4FV46	Q6AY61	Q8K2F3	Q10571
F1PV59	F1MNP4	Q9Z1T4	Q7TPM1	P52926
F6XV51	F1MD47	G3V639	Q0VG49	P00797
P52211	P13204	D3ZKV0	Q99JI6	Q9BX46
F1PT74	E1B9X0	F1M276	Q9QZW0	O75030
F1PL90	A6QLA5	D3ZI84	D3Z1Q2	P27105
F1PB52	Q17QV7	Q921A4	A0A2I3BRC5	Q676U5
J9P767	P10175	Q9JI85	Q3UNB8	Q7Z3R3
Q2PUG5	Q02366	P63249	Q7TQK0	O75330
E2RJJ1	E1BPQ0	F1LRY1	Q8VDD9	A0A0S2Z4F2
F1PGP8	F1MHJ3	P29457	Q3UZ09	Q8WV07
E2REZ2	P15781	F1LRV5	A2AM37	Q9H3N8
